index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	दुष्यन्ति	18.1	दुष्यन्ति	दुष्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}/दुष्यत्{नपुं;1;बहु(दुष्1;शतृ_लट्;दिवादिः)}/दुष्यत्{नपुं;2;बहु(दुष्1;शतृ_लट्;दिवादिः)}	दुष्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,2.1	-	KP	दुःखित_होना_या_करते_हैं	दुःखित_होना_या_करते_हैं
2.1	ते	1.1	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	कर्ता,1.1	कर्ता,1.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#विशेषणम्,4.1	N1	वे	वे
3.1	अम्बु-	2.1	अम्बु-लम्ब-अम्बु-दे	अम्बु	अम्बु	तृतीया-तत्पुरुषः,3.2	तृतीया-तत्पुरुषः,3.2	CP	जल	जल
3.2	लम्ब-	2.2	--	लम्ब	लम्ब	बहुव्रीहिः,3.4	बहुव्रीहिः,3.4	CP		
3.3	अम्बु-	2.3	--	अम्बु	अम्बु	उपपद-तत्पुरुषः,3.4	उपपद-तत्पुरुषः,3.4	CP		
3.4	दे	2.4	--	द{पुं;7;एक}/द{नपुं;8;द्वि}/द{नपुं;1;द्वि}/द{नपुं;2;द्वि}/द{नपुं;7;एक}/दा{स्त्री;8;एक}/दा{स्त्री;8;द्वि}/दा{स्त्री;1;द्वि}/दा{स्त्री;2;द्वि}	द{नपुं;7;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N7		
4.1	अम्बरे	3.1	अम्बरे	अम्बर{नपुं;7;द्वि}	अम्बर{नपुं;7;द्वि}	अधिकरणम्,1.1	अधिकरणम्,1.1	N7	आकाश	आकाश
5.1	स-	4.1	स-तुषारेण	स	स	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,5.2	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,5.2	CP		
5.2	तुषारेण	4.2	--	तुषार{पुं;3;एक}	तुषार{पुं;3;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N3		
6.1	मरुता	7.1	मरुता	मरुत्{पुं;3;एक}	मरुत्{पुं;3;एक}	समुच्चितः,15.1	सुप्_समुच्चितः,12.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,15.1	N3	हवा_के	हवा_के
7.1	सहसा	5.1	सहसा	सहसा{अव्य}	सहसा{अव्य}	विशेषणम्,6.1	विशेषणम्,6.1	NA		
8.1	शीतलेन	6.1	शीतलेन	शीतल{पुं;3;एक}/शीतल{नपुं;3;एक}	शीतल{पुं;3;एक}	विशेषणम्,6.1	विशेषणम्,6.1#विशेषणम्,14.1#विशेषणम्,12.1#सुप्_समुच्चितः,12.1	N3	शीतल_से	शीतल_से
9.1	च	8.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,8.1	NA	च2	च2
10.1	भू-	9.1	भू-बाष्पेण	भू	भू	षष्ठी-तत्पुरुषः,10.2	षष्ठी-तत्पुरुषः,10.2	CP		
10.2	बाष्पेण	9.2	--	भूबाष्प{नपुं;3;एक}	भूबाष्प{नपुं;3;एक}	समुच्चितः,15.1	सुप्_समुच्चितः,15.1	N3		
11.1	अम्ल-	10.1	अम्ल-पाकेन	अम्ल	अम्ल	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP		
11.2	पाकेन	10.2	--	पाक{नपुं;3;एक}	पाक{नपुं;3;एक}	समुच्चितः,15.1	सुप्_समुच्चितः,15.1	N3		
12.1	मलिनेन	11.1	मलिनेन	मलिन{पुं;3;एक}/मलिन{नपुं;3;एक}	मलिन{पुं;3;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N3	मलिन_से	मलिन_से
13.1	च	13.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,14.1	सुप्_समुच्चय_द्योतकः,14.1#सम्बन्धः,12.1	NA	च2	च2
14.1	वारिणा	12.1	वारिणा	वारि{नपुं;3;एक}	वारि{नपुं;3;एक}	समुच्चितः,15.1	सुप्_समुच्चितः,15.1	N3	जल_से	जल_से
15.1	वह्निना	15.1	वह्निना	वह्नि{पुं;3;एक}	वह्नि{पुं;3;एक}	हेतुः,1.1	हेतुः,1.1	N3	वह्नि_से	वह्नि_से
16.1	एव	16.1	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,15.1	सम्बन्धः,15.1	NA	ही	ही
17.1	च	17.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,15.1	सुप्_समुच्चय_द्योतकः,16.1#सम्बन्धः,15.1#सुप्_समुच्चय_द्योतकः,15.1	NA	और	और
18.1	मन्देन	14.1	मन्देन	मन्द{पुं;3;एक}/मन्द{नपुं;3;एक}	मन्द{पुं;3;एक}	विशेषणम्,15.1	विशेषणम्,15.1	N3	मन्द_से	मन्द_से
19.1	.	19.1	.	-	-	-	-	FS		
