index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	चन्दन-	1.1	चन्दन-उशीर-कर्पूर-मुक्ता-स्रक्-वसन-उज्ज्वलः	चन्दन	चन्दन	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	चन्दर-	चन्दर-
1.2	उशीर-	1.2	--	उशीर	उशीर	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	उशीर-	उशीर-
1.3	कर्पूर-	1.3	--	कर्पूर	कर्पूर	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	कर्पूर-	कर्पूर-
1.4	मुक्ता-	1.4	--	मुक्ता(मुच्2;क्त;तुदादिः)	मुक्ता(मुच्2;क्त;तुदादिः)	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP		
1.5	स्रक्-	1.5	--	स्रज्	स्रज्	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	स्रक्-	स्रक्-
1.6	वसन-	1.6	--	वसन(वस्1;ल्युट्;भ्वादिः)}/वसन(वस्2{ल्युट्;अदादिः)	वसन(वस्1;ल्युट्;भ्वादिः)	तृतीया-तत्पुरुषः,1.7	तृतीया-तत्पुरुषः,1.7	CP		
1.7	उज्ज्वलः	1.7	--	उज्ज्वल{पुं;1;एक}	उज्ज्वल{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	उज्ज्वल	उज्ज्वल
2.1	सौधेषु	3.1	सौधेषु	सौध{पुं;7;बहु}/सौध{नपुं;7;बहु}	सौध{पुं;7;बहु}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	अमृतमयों_में	अमृतमयों_में
3.1	सौध-	4.1	सौध-धवलाम्	सौध	सौध	तृतीया-तत्पुरुषः,3.2	तृतीया-तत्पुरुषः,3.2	CP	सौध-	सौध-
3.2	धवलाम्	4.2	--	धवला{स्त्री;2;एक}	धवला{स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1#कर्म,6.1	N2	धवले	धवले
4.1	चन्द्रिकाम्	5.1	चन्द्रिकाम्	चन्द्रिका{स्त्री;2;एक}	चन्द्रिका{स्त्री;2;एक}	कर्म,6.1	कर्म,6.1	N2	चन्द्रिके_को	चन्द्रिके_को
5.1	रजनी-	2.1	रजनी-मुखे	रजनी	रजनी	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	रजनी-	रजनी-
5.2	मुखे	2.2	--	मुख{नपुं;1;द्वि}/मुख{नपुं;2;द्वि}/मुख{नपुं;8;द्वि}/मुख{पुं;7;एक}/मुख{नपुं;7;एक}/मुखा{स्त्री;8;एक}/मुखा{स्त्री;8;द्वि}/मुखा{स्त्री;1;द्वि}/मुखा{स्त्री;2;द्वि}	मुख{पुं;7;एक}	कालाधिकरणम्,6.1	कर्म,6.1#कालाधिकरणम्,6.1	N7	मुख_में	मुख_में
6.1	(भजेत्)	6.1	(भजेत्)	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.7;सकर्मक	अभिहित_कर्ता,1.7;सकर्मक	KP	भजे	भजे
7.1	.	7.1	.	-	-	-	-	FS		
