index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तीक्ष्ण-	2.1	तीक्ष्ण-अंशुः	तीक्ष्ण	तीक्ष्ण	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	तीक्ष्ण-	तीक्ष्ण-
1.2	अंशुः	2.2	--	अंशु{पुं;1;एक}	अंशु{पुं;1;एक}	कर्ता,5.1	विशेषणम्,10.1#विशेषणम्,2.3#कर्ता,5.1#कर्म,9.1	N1		
2.1	अति-	4.1	अति-तीक्ष्ण-अंशुः	अति	अति	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP	अति-	अति-
2.2	तीक्ष्ण-	4.2	--	तीक्ष्ण	तीक्ष्ण	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP	तीक्ष्ण-	तीक्ष्ण-
2.3	अंशुः	4.3	--	अंशु{पुं;1;एक}	अंशु{पुं;1;एक}	कर्ता,3.1	विशेषणम्,10.1#उपमानम्,1.2#कर्ता,5.1#कर्म,9.1#कर्ता,3.1	N1		
3.1	(सन्)	5.1	(सन्)	सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)}	सत्{पुं;1;एक(अस्2;शतृ_लट्;अदादिः)}	वर्तमानसमानकालः,5.1	वर्तमानसमानकालः,5.1	N1		
4.1	ग्रीष्मे	3.1	ग्रीष्मे	ग्रीष्मा{स्त्री;1;द्वि}/ग्रीष्मा{स्त्री;2;द्वि}/ग्रीष्म{पुं;7;एक}	ग्रीष्म{पुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,18.1#अधिकरणम्,14.1#अधिकरणम्,11.1#अधिकरणम्,9.1#अधिकरणम्,5.1#भ्कर्ता,5.1#कर्म,11.1#कर्म,5.1#उपमानम्,3.3#उपमानम्,2.2	N7	गरमें	गरमें
5.1	संक्षिपति	6.1	संक्षिपति	सम्_क्षिप्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुदादिः}/सङ्क्षिपत्{पुं;7;एक(सम्_क्षिप्2;शतृ_लट्;तुदादिः)}/सङ्क्षिपत्{नपुं;7;एक(सम्_क्षिप्2;शतृ_लट्;तुदादिः)}	सम्_क्षिप्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुदादिः}	-	भावलक्षणसप्तमी_समानकालः,18.1#भावलक्षणसप्तमी_समानकालः,14.1#भावलक्षणसप्तमी_समानकालः,11.1#भावलक्षणसप्तमी_समानकालः,9.1	KP	संक्षेप_करता_है	संक्षेप_करता_है
6.1	इव	7.1	इव	इव{अव्य}	इव{अव्य}	उत्प्रेक्षा_द्योतकः,5.1	उत्प्रेक्षा_द्योतकः,5.1#उपमानम्_रहित_उपमान_द्योतकः,7.1#उपमान_द्योतकः,5.1	NA	जैसे	जैसे
7.1	यत्	1.1	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यत्{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	जिसको	जिसको
8.1	प्रति-	9.1	प्रति-अहम्	प्रति	प्रति	अव्ययीभावः,8.2	अव्ययीभावः,8.2	CP		
8.2	अहम्	9.2	--	अहम्{अव्य}	अहम्{अव्य}	कालाधिकरणम्,9.1	कालाधिकरणम्,9.1	NA		
9.1	क्षीयते	11.1	क्षीयते	क्षि1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}/क्षि2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;स्वादिः}/क्षि3{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/क्षी1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}	क्षि1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्ता,7.1	-	KP	क्षीण_हुआ_जाता_है	क्षीण_हुआ_जाता_है
10.1	श्लेष्मा	10.1	श्लेष्मा	श्लेष्मन्{पुं;1;एक}	श्लेष्मन्{पुं;1;एक}	कर्म,9.1	कर्म,9.1	N1	कफ	कफ
11.1	तेन	8.1	तेन	तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः}	तद्{सर्वनाम;नपुं;3;एक}	हेतुः,9.1	करणम्,18.1#हेतुः,18.1#हेतुः,14.1#हेतुः,9.1	N3	उससे	उससे
12.1	वायुः	12.1	वायुश्च	वायु{पुं;;1;एक}	वायु{पुं;;1;एक}	कर्ता,14.1	कर्ता,14.1#समुच्चितः,10.1	N1		
13.1	च	14.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,14.1	सम्बन्धः,14.1#समुच्चय_द्योतकः,12.1#समुच्चय_द्योतकः,14.1	NA		
14.1	वर्धते	13.1	वर्धते	वृध्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	वृध्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	समुच्चितः,9.1	समुच्चितः,9.1	KP	वृध्1ता_है	वृध्1ता_है
15.1	अतः	15.1	अतः	अतः{अव्य}	अतः{अव्य}	कार्य_द्योतकः,18.1	कार्य_द्योतकः,18.1	NA	अतः	अतः
