index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	चये		चये	चय{पुं;7;एक}	चय{पुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,9.1#अधिकरणम्,5.1#अधिकरणम्,3.1	N7	संघात_में	संघात_में
2.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	ही
3.1	जयेत्		जयेत्	जि1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	जि1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मक	-	KP	जीते	जीते
4.1	दोषम्		दोषम्	दोस्{पुं;2;एक}/दोष{पुं;2;एक}	दोस्{पुं;2;एक}	कर्म,3.1	मुख्यकर्म,9.1#मुख्यकर्म,3.1#गौणकर्म,9.1#गौणकर्म,3.1	N2	भुजा_को	भुजा_को
5.1	कुपितम्		कुपितम्	कुपित{पुं;2;एक(कुप्1;क्त;दिवादिः)}/कुपित{नपुं;1;एक(कुप्1;क्त;दिवादिः)}/कुपित{नपुं;2;एक(कुप्1;क्त;दिवादिः)}	कुपित{पुं;2;एक(कुप्1;क्त;दिवादिः)}	विशेषणम्,6.1	मुख्यकर्म,9.1#मुख्यकर्म,3.1#कर्ता,9.1#कर्ता,3.1#विशेषणम्,6.1#विशेषणम्,4.1#गौणकर्म,9.1#गौणकर्म,3.1	N2	क्रोधित	क्रोधित
6.1	(दोषम्)		दोषम्	दोस्{पुं;2;एक}/दोष{पुं;2;एक}	दोस्{पुं;2;एक}	कर्म,8.2;कर्म,9.1	मुख्यकर्म,9.1#मुख्यकर्म,3.1#गौणकर्म,9.1#गौणकर्म,3.1#कर्म,8.2	N2	भुजा_को	भुजा_को
7.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	तो	तो
8.1	अ-		अ-विरोधयन्	अ	अ	नञ्-तत्पुरुषः,8.2	नञ्-तत्पुरुषः,8.2	CP	अ-	अ-
8.2	विरोधयन्		--	विरोधयत्{पुं;1;एक(वि_रुध्;शतृ_लट्;रुधादिः)}	विरोधयत्{पुं;1;एक(वि_रुध्;शतृ_लट्;रुधादिः)}	वर्तमानसमानकालः,9.1	वर्तमानसमानकालः,9.1	N1	-	-
9.1	(जयेत्)		जयेत्	जि1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	जि1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	जीते	जीते
10.1	.		.	-	-	-	-	FS	-	-
