index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कदली-	4.1	कदली-दल-कह्लार-मृणाल-कमल-उत्पलैः	कदली	कदली	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	कदली-	कदली-
1.2	दल-	4.2	--	दल	दल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	दल-	दल-
1.3	कह्लार-	4.3	--	कह्लार	कह्लार	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	कह्लार-	कह्लार-
1.4	मृणाल-	4.4	--	मृणाल	मृणाल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	मृणाल-	मृणाल-
1.5	कमल-	4.5	--	कमल	कमल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	कमल-	कमल-
1.6	उत्पलैः	4.6	--	उत्पल{नपुं;3;बहु}/उत्पल{पुं;3;बहु}	उत्पल{नपुं;3;बहु}	करणम्,3.1	विशेषणम्,2.1#हेतुः,8.1#हेतुः,3.1#करणम्,3.1	N3		
2.1	कोमलैः	3.1	कोमलैः	कोमल{पुं;3;बहु}/कोमल{नपुं;3;बहु}	कोमल{पुं;3;बहु}	विशेषणम्,1.6	हेतुः,11.5#विशेषणम्,1.6	N3	सुकुमारों_से	सुकुमारों_से
3.1	कल्पिते	5.1	कल्पिते	कल्पित{नपुं;7;एक}/कल्पित{नपुं;7;एक(कृप्;णिच्;क्त;भ्वादिः)}/कल्पित{पुं;7;एक(कृप्;णिच्;क्त;भ्वादिः)}	कल्पित{पुं;7;एक(कृप्;णिच्;क्त;भ्वादिः)}	विशेषणम्,4.1	विशेषणम्,8.1#विशेषणम्,4.1	N7		
4.1	तल्पे	7.1	तल्पे	तल्प{पुं;7;एक}/तल्प{नपुं;7;एक}	तल्प{पुं;7;एक}	अधिकरणम्,8.1	कर्म,11.5#विशेषणम्,8.1#अधिकरणम्,8.1	N7	गद्देदार_लम्बी_चौकी_में	गद्देदार_लम्बी_चौकी_में
5.1	हसत्-	6.1	हसत्-कुसुम-पल्लवे	हसत्	हसत्	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP		
5.2	कुसुम-	6.2	--	कुसुम	कुसुम	इतरेतर-द्वन्द्वः,5.3	इतरेतर-द्वन्द्वः,5.3	CP		
5.3	पल्लवे	6.3	--	पल्लव{पुं;7;एक}	पल्लव{पुं;7;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N7		
6.1	मध्यम्-	2.1	मध्यम्-दिेने	मध्यम्	मध्यम्	कर्मधारयः,6.2	कर्मधारयः,6.2	CP		
6.2	दिेने	2.2	--	दिन{पुं;7;एक}/दिन{नपुं;7;एक}	दिन{नपुं;7;एक}	कालाधिकरणम्,8.1	कालाधिकरणम्,8.1	N7		
7.1	अर्क-	1.1	अर्क-ताप-आर्तः	अर्क	अर्क	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP		
7.2	ताप-	1.2	--	ताप	ताप	तृतीया-तत्पुरुषः,7.3	तृतीया-तत्पुरुषः,7.3	CP		
7.3	आर्तः	1.3	--	आर्त{पुं;1;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}	आर्त{पुं;1;एक(आङ्_ऋ2;क्त;जुहोत्यादिः)}	कर्ता,8.1	कर्ता,8.1	N1		
8.1	स्वप्यात्	11.1	स्वप्यात्	ष्वप्{कर्तरि;लिङ्;प्र;एक;परस्मैपद;अदादिः}	ष्वप्{कर्तरि;लिङ्;प्र;एक;परस्मैपद;अदादिः}	अभिहित_कर्ता,7.3	-	KP		
9.1	धारा-	10.1	धारा-गृहे	धारा	धारा	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	CP		
9.2	गृहे	10.2	--	गृह{नपुं;1;द्वि}/गृह{नपुं;2;द्वि}/गृह{नपुं;8;द्वि}/गृह{नपुं;7;एक}	गृह{नपुं;7;एक}	अन्यतरः,4.1	अधिकरणम्,8.1#अन्यतरः,4.1	N7		
10.1	अथवा	8.1	अथवा	अथवा{अव्य}	अथवा{अव्य}	अन्यतर_द्योतकः,9.2	अन्यतर_द्योतकः,9.2	NA	या	या
11.1	पुस्त-	9.1	पुस्त-स्त्री-स्तन-हस्त-आस्य-प्रवृत्त-उशीरवारिणि	पुस्त	पुस्त	कर्मधारयः,11.2	कर्मधारयः,11.2	CP	पुस्त-	पुस्त-
11.2	स्त्री-	9.2	--	स्त्री	स्त्री	षष्ठी-तत्पुरुषः,11.5	षष्ठी-तत्पुरुषः,11.5	CP	स्त्री-	स्त्री-
