index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शोधनम्	4.1	शोधनं	शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}/शोधन{नपुं;2;एक(शुध्1;ल्युट्;दिवादिः)}	शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}	घटकः,5.1	सुप्_समुच्चितः,2.1#कर्म,8.1#घटकः,5.1	N1	शुद्ध_करने_वाले_को	शुद्ध_करने_वाले_को
2.1	शमनम्	5.1	शमनं	शमन{पुं;2;एक}/शमन{नपुं;1;एक}/शमन{नपुं;2;एक}	शमन{पुं;1;एक}	घटकः,5.1	कर्म,8.1#घटकः,5.1	N1	शान्त	शान्त
3.1	च	6.1	च	च{अव्य}	च{अव्य}	घटक_द्योतकः,5.1	घटक_द्योतकः,5.1#सुप्_समुच्चितः,6.1#सुप्_समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	और	और
4.1	इति	7.1	इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,3.1	सुप्_समुच्चितः,6.1#सम्बन्धः,3.1	NA	ऐसा	ऐसा
5.1	द्विधा	8.1	द्विधा	द्वि{अव्य;धा}	द्वि{अव्य;धा}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	NA	द्वि_धा	द्वि_धा
6.1	तत्र	1.1	तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,9.1	देशाधिकरणम्,8.1#देशाधिकरणम्,9.1	NA	वहाँ	वहाँ
7.1	अपि	2.1	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	भी	भी
8.1	लङ्घनम्	3.1	लङ्घनम्	लङ्घन{नपुं;1;एक(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;2;एक(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;1;एक(लघ्2;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;2;एक(लघ्2;ल्युट्;भ्वादिः)}	लङ्घन{नपुं;1;एक(लघ्1;ल्युट्;भ्वादिः)}	कर्ता,9.1	कर्ता_बे_वेर्ब्स्,9.1	N1	कूदना	कूदना
9.1	(भवति)	9.1	भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP	-	-
