index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	वहाँ_से	वहाँ_से
2.1	अल्पम्		अल्पम्	अल्प{पुं;2;एक}/अल्प{नपुं;1;एक}/अल्प{नपुं;2;एक}	अल्प{पुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N2		
3.1	अल्पवीर्यम्		अल्पवीर्यम्	अल्पवीर्य{पुं;2;एक}	अल्पवीर्य{पुं;2;एक}	अन्यतरः,2.1	अन्यतरः,2.1	N2		
4.1	वा		वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,2.1	अन्यतर_द्योतकः,2.1	NA	वा	वा
5.1	गुरु-		गुरु-	गुरु-	गुरु-	कर्मधारयः,5.2	कर्मधारयः,5.2	CP	गिरु-	गिरु-
5.2	व्याधौ		--	व्याध{पुं;1;द्वि}/व्याध{पुं;2;द्वि}/व्याध{पुं;8;द्वि}/व्याधि{पुं;7;एक}	व्याधि{पुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	शिकारी	शिकारी
6.1	प्रयोजितम्		प्रयोजितम्	प्रयोजित{नपुं;2;एक}	प्रयोजित{नपुं;2;एक}	कर्मसमानाधिकरणम्,7.1	कर्मसमानाधिकरणम्,7.1	N2		
7.1	उदीरयेत्तराम्		उदीरयेत्तराम्	उत्_ईर्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;अदादिः}	उत्_ईर्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;अदादिः}	-	-	KP		
8.1	रोगान्		रोगान्	रोग{पुं;2;बहु}	रोग{पुं;2;बहु}	कर्म,7.1	कर्म,7.1	N2	रोगों_को	रोगों_को
9.1	संशोधनम्		संशोदनम्	-	-	कर्म,6.1	कर्म,6.1	N2		
10.1	अयोगतः		अयोगतः	अयोग{अव्य;तसिल्}	अयोग{अव्य;तसिल्}	प्रयोजनम्,7.1	प्रयोजनम्,7.1	NA	अयोग_से	अयोग_से
										
