index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	बृंहयेत्		बृंहयेत्	बृंह्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	बृंह्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
2.1	व्याधि-		व्याधि-भैषज्य-मद्य-स्त्री-शोक-कर्शितान्	व्याधि	व्याधि	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	व्याधि-	व्याधि-
2.2	भैषज्य-		--	भैषज्य	भैषज्य	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	भैषज्य-	भैषज्य-
2.3	मद्य-		--	मद्य	मद्य	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	मद्य-	मद्य-
2.4	स्त्री-		--	स्त्री	स्त्री	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	स्त्री-	स्त्री-
2.5	शोक-		--	शोक	शोक	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	शोक-	शोक-
2.6	कर्शितान्		--	कर्शित{पुं;2;बहु(कृश्1;क्त;दिवादिः)}	कर्शित{पुं;2;बहु(कृश्1;क्त;दिवादिः)}	समुच्चितः,4.4	सुप्_समुच्चितः,4.4#कर्म,1.1	N2	कृश_हुआ_हुआ	कृश_हुआ_हुआ
3.1	भार-		भार-अध्व-उरः-क्षत-क्षीण-रूक्ष-दुर्-बल-वातलान्	भार	भार	इतरेतर-द्वन्द्वः,3.4	इतरेतर-द्वन्द्वः,3.4	CP	भार-	भार-
3.2	अध्व-		--	अध्वन्	अध्वन्	इतरेतर-द्वन्द्वः,3.4	इतरेतर-द्वन्द्वः,3.4	CP	अध्व-	अध्व-
3.3	उरः-		--	उरःक्षत	उरस्	षष्ठी-तत्पुरुषः,3.4	षष्ठी-तत्पुरुषः,3.4	CP	उरःक्षत-	उरःक्षत-
3.4	क्षत-		--	क्षत	क्षत	तृतीया-तत्पुरुषः,3.5	तृतीया-तत्पुरुषः,3.5	CP		
3.5	क्षीण-		--	क्षीण(क्षि1;क्त;भ्वादिः)}/क्षीण(क्षी1{क्त;क्र्यादिः)	क्षीण(क्षि1;क्त;भ्वादिः)	इतरेतर-द्वन्द्वः,3.9	इतरेतर-द्वन्द्वः,3.9	CP		
3.6	रूक्ष-		--	रूक्ष	रूक्ष	इतरेतर-द्वन्द्वः,3.9	इतरेतर-द्वन्द्वः,3.9	CP	रूक्ष-	रूक्ष-
3.7	दुर्-		--	दुर्	दुर्	प्रादि-बहुव्रीहिः,3.8	प्रादि-बहुव्रीहिः,3.8	CP	-	-
3.8	बल-		--	बल	बल	इतरेतर-द्वन्द्वः,3.9	इतरेतर-द्वन्द्वः,3.9	CP		
3.9	वातलान्		--	वातल{पुं;2;बहु;}	वातल{पुं;2;बहु;}	समुच्चितः,4.4	सुप्_समुच्चितः,4.4	N2		
4.1	गर्भिणी-		गर्भिणी-सूतिका-बाल-वृद्धान्	गर्भिणी	गर्भिणी	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	गर्भिणी-	गर्भिणी-
4.2	सूतिका-		--	सूतिका	सूतिका	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	सूतिका-	सूतिका-
4.3	बाल-		--	बाल	बाल	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	बाल-	बाल-
4.4	वृद्धान्		--	वृद्ध{पुं;2;बहु}	वृद्ध{पुं;2;बहु}	कर्म,1.1	कर्म,1.1	N2	वृद्धों_को	वृद्धों_को
5.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.4	सुप्_समुच्चय_द्योतकः,4.4	NA		
6.1	ग्रीष्मे		ग्रीष्मे	ग्रीष्मा{स्त्री;1;द्वि}/ग्रीष्मा{स्त्री;2;द्वि}/ग्रीष्म{पुं;7;एक}	ग्रीष्मा{पुं;7;एक}	कालाधिकरणम्,9.1	कालाधिकरणम्,9.1	N7	गरमों_को	गरमों_को
7.1	अपरान्		अपरान्	अपर{पुं;2;बहु}/अपर{सर्वनाम;पुं;2;बहु}	अपर{पुं;2;बहु}	कर्म,9.1	कर्म,9.1	N2	दूसरों_को	दूसरों_को
8.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	समुच्चय_द्योतकः,9.1	सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1#समुच्चय_द्योतकः,9.1	NA	भी	भी
9.1	(बृंहयेत्)		(बृंहयेत्)	बृंह्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	बृंह्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	समुच्चितः,1.1	समुच्चितः,1.1	KP	-	-
10.1	.	10.1	.	-	-	-	-	FS	-	-
