index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अवष्टम्भः		अवष्टम्भः	अवष्टम्भ{पुं;1;एक}	अवष्टम्भ{पुं;1;एक}	समुच्चितः,6.2	सुप्_समुच्चितः,6.2	N1	सहारा	सहारा
2.1	पुरीषस्य		पुरीषस्य	पुरीष{नपुं;6;एक}	पुरीष{नपुं;6;एक}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.1	N6	मल_का	मल_का
3.1	मूत्रस्य		मूत्रस्य	मूत्र{नपुं;6;एक}	मूत्र{नपुं;6;एक}	षष्ठीसम्बन्धः,4.2	षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1	N6	मूत्र_के	मूत्र_के
4.1	क्लेद-		क्लेद-वाहनम्	क्लेद	क्लेद	उपपद-तत्पुरुषः,4.2	उपपद-तत्पुरुषः,4.2	CP	क्लेद-	क्लेद-
4.2	वाहनम्		--	वाहन{पुं;2;एक}/वाहन{नपुं;1;एक}/वाहन{नपुं;2;एक}	वाहन{नपुं;1;एक}	समुच्चितः,6.2	विशेषणम्,8.1#कर्म,8.1#सुप्_समुच्चितः,6.2	N1	वाहन_के	वाहन_के
5.1	स्वेदस्य		स्वेदस्य	स्वेद{पुं;6;एक}	स्वेद{पुं;6;एक}	षष्ठीसम्बन्धः,6.2	षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1	N6	पसीने_के	पसीने_के
6.1	क्लेद-		क्लेद-विधृतिः	क्लेद	क्लेद	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	क्लेद-	क्लेद-
6.2	विधृतिः		--	विधृति{स्त्री;1;एक}	विधृति{स्त्री;1;एक}	कर्म,8.1	कर्म,8.1	N1	विधृति	विधृति
7.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.2	सुप्_समुच्चय_द्योतकः,6.2#सम्बन्धः,6.2	NA	च2	च2
8.1	(स्मृतम्)		(स्मृतम्)	स्मृत{पुं;2;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;1;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;2;एक(स्मृ1;क्त;भ्वादिः)}	स्मृत{पुं;2;एक(स्मृ1;क्त;भ्वादिः)}	-	-	N2	याद_कर_को	याद_कर_को
9.1	.		.	-	-	-	-	FS	-	-
