index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विबन्ध-		विबन्ध-गौरव-उद्गार-हृद्-लास-आदिभिः	विबन्ध	विबन्ध	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	विबन्ध-	विबन्ध-
1.2	गौरव-		--	गौरव	गौरव	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	गौरव-	गौरव-
1.3	उद्गार-		--	उद्गार(उत्_गॄ1;घञ्;तुदादिः)	उद्गार(उत्_गॄ1;घञ्;तुदादिः)	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP		
1.4	हृद्-		--	हृद्/हृदय	हृद्	षष्ठी-तत्पुरुषः,1.5	षष्ठी-तत्पुरुषः,1.5	CP		
1.5	लास-		--	लास	लास	बहुव्रीहिः,1.6	बहुव्रीहिः,1.6	CP		
1.6	आदिभिः		--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	करणम्,2.1	करणम्,22.1#करणम्,15.1#करणम्,10.1#करणम्,6.2#विशेषणम्,20.1#विशेषणम्,18.3#विशेषणम्,12.3#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,13.1#विशेषणम्,9.1#करणम्,2.1	N3	पहेलों_से	पहेलों_से
2.1	आतुरान्		आतुरान्	आतुर{पुं;2;बहु}/आतुर{पुं;2;बहु(आङ्_तुर्;क;जुहोत्यादिः)}	आतुर{पुं;2;बहु(आङ्_तुर्;क;जुहोत्यादिः)}	विशेषणम्,3.3	कर्म,22.1#विशेषणम्,3.3	N2	आतुर_को	आतुर_को
3.1	मध्य-		मध्य-स्थौल्य-आदिकान्	मध्य	मध्य	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	मध्य-	मध्य-
3.2	स्थौल्य-		--	स्थौल्य	स्थौल्य	बहुव्रीहिः,3.3	बहुव्रीहिः,3.3	CP	स्थौल्य-	स्थौल्य-
3.3	आदिकान्		--	आदिक{पुं;2;बहु}	आदिक{पुं;2;बहु}	कर्म,22.1	कर्म,23.1#कर्म,22.1	N2	-	-
4.1	प्रायः		प्रायः	प्रायः{अव्य}	प्रायः{अव्य}	क्रियाविशेषणम्,22.1	क्रियाविशेषणम्,23.1#क्रियाविशेषणम्,15.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,6.2#क्रियाविशेषणम्,22.1	NA	प्राय	प्राय
5.1	पूर्वम्		पूर्वं	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}#पूर्व{अव्य}	पूर्व{अव्य}	क्रियाविशेषणम्,22.1	कालाधिकरणम्,23.1#क्रियाविशेषणम्,22.1	NA	पूर्व_को	पूर्व_को
6.1	पाचन-		पाचन-दीपनैः	पाचन	पाचन{बहु}	इतरेतर-द्वन्द्वः,6.2	इतरेतर-द्वन्द्वः,6.2	CP	पाचन-	पाचन-
6.2	दीपनैः		--	दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)}/दीपन{पुं;3;बहु}	दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)}	करणम्,22.1	करणम्,22.1	N3	आग_लगाने_वालों_से	आग_लगाने_वालों_से
7.1	एभिः		एभिः	इदम्{सर्वनाम;पुं;3;बहु}/इदम्{सर्वनाम;नपुं;3;बहु}	इदम्{सर्वनाम;पुं;3;बहु}	विशेषणम्,9.1	विशेषणम्,20.1#विशेषणम्,18.3#विशेषणम्,12.3#कर्ता,10.1#करणम्,22.1#करणम्,15.1#करणम्,10.1#विशेषणम्,13.1#विशेषणम्,9.1	N3	इनसे	इनसे
8.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	ही	ही
9.1	आमयैः		आमयैः	आमय{पुं;3;बहु}	आमय{पुं;3;बहु}	करणम्,10.1	कर्ता,15.1#कर्ता,10.1#करणम्,24.1#करणम्,15.1#करणम्,10.1	N3	रोगों_से	रोगों_से
10.1	आर्तान्		आर्तान्	आर्त{पुं;2;बहु(आङ्_ऋ2;क्त;जुहोत्यादिः)}	आर्त{पुं;2;बहु(आङ्_ऋ2;क्त;जुहोत्यादिः)}	विशेषणम्,11.4	विशेषणम्,11.4#विशेषणम्,17.1#कर्म,24.1	N2	पीडितों_को	पीडितों_को
11.1	हीन-		हीन-स्थौल्य-बल-आदिकान्	हीन	हीन	बहुव्रीहिः,11.3	बहुव्रीहिः,11.3	CP	हीन	हीन
11.2	स्थौल्य-		--	स्थौल्य	स्थौल्य	इतरेतर-द्वन्द्वः,11.3	इतरेतर-द्वन्द्वः,11.3	CP	स्थौल्य	स्थौल्य
11.3	बल-		--	बल	बल	बहुव्रीहिः,11.4	बहुव्रीहिः,11.4	CP	बल-	बल-
11.4	आदिकान्		--	आदिक{पुं;2;बहु}	आदिक{पुं;2;बहु}	कर्म,23.1	कर्म,24.1#कर्म,23.1	N2	-	-
