index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	(वृद्धः)		(वृद्धः)	वृद्ध{पुं;1;एक}	वृद्ध{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1#कर्ता,7.1	N1	वृद्ध	वृद्ध
2.1	श्लेष्मा		श्लेष्मा	श्लेष्मन्{पुं;1;एक}	श्लेष्मन्{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	कफ	कफ
3.1	अग्नि-		अग्नि-सदन-प्रसेक-आलस्य-गौरवम्	अग्नि	अग्नि	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	अग्नि-	अग्नि-
3.2	सदन-		--	सदन(षद्1;ल्युट्;भ्वादिः)	सदन(षद्1;ल्युट्;भ्वादिः)	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP		
3.3	प्रसेक-		--	प्रसेक	प्रसेक	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP	प्रसेक-	प्रसेक-
3.4	आलस्य-		--	आलस्य	आलस्य	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP	आलस्य-	आलस्य-
3.5	गौरवम्		--	गौरव{नपुं;1;एक}/गौरव{नपुं;2;एक}/गौरव{पुं;2;एक}	गौरव{नपुं;2;एक}	समुच्चितः,5.4	कर्म,7.1#कर्ता,7.1#समुच्चितः,5.4	N2	गौरव_को	गौरव_को
4.1	श्वैत्य-		श्वैत्य-शैत्य-श्लथा-अङ्गत्वं	श्वैत्य	श्वैत्य	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	श्वैत्य-	श्वैत्य-
4.2	शैत्य-		--	शैत्य	शैत्य	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	शैत्य-	शैत्य-
4.3	श्लथा-		--	-श्लथा	-श्लथा	समासः,4.4	समासः,4.4	CP	श्लथा-	श्लथा-
4.4	अङ्गत्वम्		--	अङ्ग{त्व;नपुं;1;एक}/अङ्ग{त्व;नपुं;2;एक}	अङ्ग{त्व;नपुं;2;एक}	समुच्चितः,5.4	विशेषणम्,3.5#कर्म,7.1#कर्ता,7.1#समुच्चितः,5.4	N2	अङ्ग	अङ्ग
5.1	श्वास-		श्वास-कास-अति-निद्रताः	श्वास	श्वास	इतरेतर-द्वन्द्वः,5.2	इतरेतर-द्वन्द्वः,5.2	CP	श्वास-	श्वास-
5.2	कास-		--	कास	कास	इतरेतर-द्वन्द्वः,5.4	इतरेतर-द्वन्द्वः,5.4	CP	कास-	कास-
5.3	अति-		--	-अति	-अति	अव्ययीभावः,5.4	अव्ययीभावः,5.4	CP	अति-	अति-
5.4	निद्रताः		--	निद्रता{स्त्री;1;एक}/निद्रता{स्त्री;2;एक}	निद्रता{स्त्री;2;एक}	कर्म,7.1	कर्म,7.1	N2	-	-
6.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.4	समुच्चय_द्योतकः,5.4	NA	और	और
7.1	(कुरुते)		(कुरुते)	कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः}	कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः}	अभिहित_कर्ता,2.1;सकर्मक	-	KP	करता_है	करता_है
8.1	.		.	-	-	-	-	FS	-	-
