index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शशाङ्क-	1.1	शशाङ्क-किरणान्	शशाङ्क	शशाङ्क	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	शशाङ्क-	शशाङ्क-
1.2	किरणान्	1.2	--	किरण{पुं;2;बहु}	किरण{पुं;2;बहु}	विशेषणम्,2.1	विशेषणम्,2.1#कर्म,5.1	N2	किरण	किरण
2.1	भक्ष्यान्	2.1	भक्ष्यान्	भक्ष्य{पुं;2;बहु(भक्ष्1;यत्;भ्वादिः)}/भक्ष्य{पुं;2;बहु(भक्ष्1;ण्यत्;भ्वादिः)}	भक्ष्य{पुं;2;बहु(भक्ष्1;यत्;भ्वादिः)}	कर्म,4.1	विशेषणम्,1.2#कर्म,4.1	N2	खाने_योग्य	खाने_योग्य
3.1	रजन्याम्	3.1	रजन्यां	रजनि{स्त्री;7;एक}/रजनी{स्त्री;7;एक}	रजनि{स्त्री;7;एक}	अधिकरणम्,4.1	अधिकरणम्,5.1#अधिकरणम्,4.1	N7	रात_में	रात_में
4.1	भक्षयन्	4.1	भक्षयन्	भक्षयत्{पुं;1;एक(भक्ष्;शतृ;चुरादिः)}	भक्षयत्{पुं;1;एक(भक्ष्;शतृ;चुरादिः)}	वर्तमानसमानकालः,5.1	वर्तमानसमानकालः,5.1	N1		
5.1	पिबेत्	9.1	पिबेत्	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	पिये	पिये
6.1	स-	5.1	स-सितं	स	स	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,6.2	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,6.2	CP		
6.2	सितम्	5.2	--	सित{नपुं;2;एक}	सित{नपुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2		
7.1	माहिषम्	6.1	माहिषं	माहिष{पुं;2;एक}/माहिष{नपुं;1;एक}/माहिष{नपुं;2;एक}	माहिष{नपुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	भैंस_का_दूध	भैंस_का_दूध
8.1	क्षीरम्	8.1	क्षीरं	क्षीर{पुं;2;एक}/क्षीर{नपुं;1;एक}/क्षीर{नपुं;2;एक}	क्षीर{पुं;2;एक}	कर्म,5.1	कर्म,5.1#विशेषणम्,8.1	N2	क्षीर	क्षीर
9.1	चन्द्र-	7.1	चन्द्र-नक्षत्र-शीतलम्	चन्द्र-	चन्द्र-	इतरेतर-द्वन्द्वः,9.2	इतरेतर-द्वन्द्वः,9.2	CP		
9.2	नक्षत्र-	7.2	--	नक्षत्र-	नक्षत्र-	बहुव्रीहिः,9.3	बहुव्रीहिः,9.3	CP		
9.3	शीतलम्	7.3	--	शीतल{नपुं;2;एक}	शीतल{नपुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2		
10.1	.	10.1	.	-	-	-	-	FS	पिये	पिये
