index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	दृष्ट-		दृष्ट-अपचार-ज्ञः	दृष्ट(दृश्1;क्त;भ्वादिः)	दृष्ट(दृश्1;क्त;भ्वादिः)	कर्मधारयः,1.2	कर्मधारयः,1.2	CP		
1.2	अपचार-		--	अपचार(अप_चर्1;घञ्;भ्वादिः)	अपचार(अप_चर्1;घञ्;भ्वादिः)	उपपद-तत्पुरुषः,1.3	उपपद-तत्पुरुषः,1.3	CP		
1.3	जः		--	ज{पुं;1;एक}	ज{पुं;1;एक}	घटकः,10.1	घटकः,10.1	N1	ज्ञ	ज्ञ
2.1	कश्चित्		कश्चित्	किञ्चित्{सर्वनाम;पुं;1;एक}	किञ्चित्{सर्वनाम;पुं;1;एक}	विशेषणम्,1.3	विशेषणम्,1.3	N1	कोई	कोई
3.1	कश्चित्		कश्चित्	किञ्चित्{सर्वनाम;पुं;1;एक}	किञ्चित्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.3	विशेषणम्,11.1#विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,4.3#कर्ता_बे_वेर्ब्स्,6.1	N1	कोई	कोई
4.1	पूर्व-		पूर्व-अपराध-ज्ञः	पूर्व	पूर्व	कर्मधारयः,4.2	कर्मधारयः,4.2	CP	पूर्व-	पूर्व-
4.2	अपराध-		--	अपराध	अपराध	उपपद-तत्पुरुषः,4.3	उपपद-तत्पुरुषः,4.3	CP	अपराध-	अपराध-
4.3	जः		--	ज{पुं;1;एक}	ज{पुं;1;एक}	घटकः,10.1	घटकः,10.1	N1	ज्ञ	ज्ञ
5.1	तत्-		तत्-संस्कारात्	तत्	तत्	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	तत्-	तत्-
5.2	संस्कारात्		--	संस्कार{पुं;5;एक(सम्_कृ3;घञ्;तनादिः)}/संस्कार{पुं;5;एक(संस्_कृ3;घञ्;तनादिः)}/संस्कार{पुं;5;एक(सम्_कृ2;घञ्;स्वादिः)}/संस्कार{पुं;5;एक(संस्_कृ2;घञ्;स्वादिः)}/संस्कार{नपुं;5;एक}	संस्कार{पुं;5;एक(सम्_कृ3;घञ्;तनादिः)}	हेतुः,6.1	तुलना_बिन्दुः,7.1#हेतुः5,11.1#हेतुः5,6.1	N5	संस्कार_से	संस्कार_से
6.1	भवति		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	होता_है	होता_है
7.1	अन्यः		अन्यः	अन्य{सर्वनाम;पुं;1;एक}	अन्य{सर्वनाम;पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,11.1#विशेषणम्,8.1	N1	अन्य	अन्य
8.1	व्याधिः		व्याधिः	व्याधि{पुं;1;एक}	व्याधि{पुं;1;एक}	घटकः,10.1	घटकः,10.1	N1	रोग	रोग
9.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ही	ही
10.1	त्रिधा		त्रिधा	त्रि{अव्य;धा}	त्रि{अव्य;धा}	कर्ता,6.1	कर्ता,6.1	NA	त्रि_धा	त्रि_धा
11.1	स्मृतः		स्मृतः	स्मृत{पुं;1;एक(स्मृ1;क्त;भ्वादिः)}	स्मृत{पुं;1;एक(स्मृ1;क्त;भ्वादिः)}	विधेय_विशेषणम्,10.1	विधेय_विशेषणम्,10.1	N1	याद_कर	याद_कर
12.1	.		.	-	-	-	-	FS	-	-
										
