index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	तेषाम्		तेषाम्	तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु}	तद्{सर्वनाम;पुं;6;बहु}	षष्ठीसम्बन्धः,2.2	कर्ता,11.1#कर्ता,3.1#कर्ता,2.2#कर्म,11.1#कर्म,3.1#कर्म,2.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2	N6	उनका	उनका
2.1	प्रधान-		प्रधान-प्रशमे	प्रधान	प्रधान	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	प्रधान-	प्रधान-
2.2	प्रशमे		--	प्रशम{पुं;7;एक(प्र_शम्1;घञ्;दिवादिः)}/प्रशम{नपुं;8;द्वि}/प्रशम{नपुं;1;द्वि}/प्रशम{नपुं;2;द्वि}/प्रशम{नपुं;7;एक}/प्रशमा{स्त्री;8;एक}/प्रशमा{स्त्री;8;द्वि}/प्रशमा{स्त्री;1;द्वि}/प्रशमा{स्त्री;2;द्वि}	प्रशम{पुं;7;एक(प्र_शम्1;घञ्;दिवादिः)}	भावलक्षणसप्तमी,12.1	भावलक्षणसप्तमी,12.1	N7	शान्ति_में	शान्ति_में
3.1	प्रशमः		प्रशमः	प्रशम{पुं;1;एक(प्र_शम्1;घञ्;दिवादिः)}	प्रशम{पुं;1;एक(प्र_शम्1;घञ्;दिवादिः)}	कर्ता,12.1	कर्ता,12.1	N1	शान्ति	शान्ति
4.1	अशाम्यतः		अशाम्यतः	अशाम्यत{अव्य;तसिल्;}	अशाम्यत{अव्य;तसिल्;}	हेतुः,12.1	हेतुः,12.1	N5		
5.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	और	और
6.1	पश्चात्		पश्चात्	पश्चात्{अव्य}	पश्चात्{अव्य}	कालाधिकरणम्,7.1	कालाधिकरणम्,7.1	NA	बाद_में	बाद_में
7.1	चिकित्सेत्		चिकित्सेत्	कित्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	कित्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	-	-	KP		
8.1	तूर्णम्		तूर्णम्	तूर्ण{नपुं;1;एक}/तूर्ण{नपुं;2;एक}	तूर्ण{नपुं;1;एक}	कर्म,7.1	कर्म,7.1	N1	तेज	तेज
9.1	वा		वा	वा{अव्य}	वा{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	वा	वा
10.1	बलवन्तम्		बलवन्तम्	बल{मतुप्;पुं;2;एक}	बल{मतुप्;पुं;2;एक}	अन्यतरः,8.1	अन्यतरः,8.1	N2	बल_को	बल_को
11.1	उपद्रवम्		उपद्रवम्	उपद्रव{पुं;2;एक(उप_द्रु1;घञ्;भ्वादिः)}	उपद्रव{पुं;2;एक(उप_द्रु1;घञ्;भ्वादिः)}	अन्यतरः,8.1	अन्यतरः,8.1	N2		
12.1	(भवति)		(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP	-	-
										
