index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	दक्षिण-	2.1	दक्षिण-अनिल-शीतेषु	दक्षिण	दक्षिण	कर्मधारयः,1.2	कर्मधारयः,1.2	CP		
1.2	अनिल-	2.2	--	अनिल	अनिल	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP		
1.3	शीतेषु	2.3	--	शीत{पुं;7;बहु}/शीत{नपुं;7;बहु}	शीत{पुं;7;बहु}	विशेषणम्,9.1	विशेषणम्,3.2#विशेषणम्,10.2#विशेषणम्,9.1#अधिकरणम्,14.1#विशेषणम्,8.1#विशेषणम्,4.1	N7		
2.1	परितः	3.1	परितः	परितः{अव्य}	परितः{अव्य}	देशाधिकरणम्_उप,14.1	देशाधिकरणम्_उप,14.1	NA	चारों_ओर	चारों_ओर
3.1	जल-	4.1	जल-वाहिषु	जल	जल	उपपद-तत्पुरुषः,3.2	उपपद-तत्पुरुषः,3.2	CP		
3.2	वाहिषु	4.2	--	वाहि{पुं;7;बहु}	वाहि{पुं;7;बहु}	विशेषणम्,9.1	अधिकरणम्,14.1#विशेषणम्,9.1	N7		
4.1	अ-	5.1	अ-दृष्ट-नष्ट-सूर्येषु	अ	अ	नञ्-तत्पुरुषः,4.2	नञ्-तत्पुरुषः,4.2	CP		
4.2	दृष्ट-	5.2	--	दृष्ट	दृष्ट	इतरेतर-द्वन्द्वः,4.3	इतरेतर-द्वन्द्वः,4.3	CP		
4.3	नष्ट-	5.3	--	नष्ट	नष्ट	बहुव्रीहिः,4.4	बहुव्रीहिः,4.4	CP		
4.4	सूर्येषु	5.4	--	सूर्य{पुं;7;बहु}	सूर्य{पुं;7;बहु}	विशेषणम्,9.1	विशेषणम्,3.2#विशेषणम्,9.1	N7	सूर्य_में	सूर्य_में
5.1	मणि-	6.1	मणि-कुट्टिम-कान्तिषु	मणि	मणि	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP		
5.2	कुट्टिम-	6.2	--	कुट्टिम	कुट्टिम	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP		
5.3	कान्तिषु	6.3	--	कान्ति{स्त्री;7;बहु}	कान्ति{स्त्री;7;बहु}	विशेषणम्,9.1	विशेषणम्,3.2#विशेषणम्,9.1	N7	चमक_में	चमक_में
6.1	परपुष्ट-	7.1	परपुष्ट-विघुष्टेषु	परपुष्ट	परपुष्ट	तृतीया-तत्पुरुषः,6.2	तृतीया-तत्पुरुषः,6.2	CP		
6.2	विघुष्टेषु	7.2	--	विघुष्ट{पुं;7;बहु}	विघुष्ट{पुं;7;बहु}	विशेषणम्,9.1	विशेषणम्,3.2#विशेषणम्,9.1	N7		
