index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	पाचनैः		पाचनैः	पाचन{पुं;3;बहु}/पाचन{नपुं;3;बहु}	पाचन{पुं;3;बहु}	समुच्चितः,5.1	सुप्_समुच्चितः,5.1#करणम्,9.1#करणम्,8.1#हेतुः,9.1#हेतुः,8.1	N3		
2.1	दीपनैः		दीपनैः	दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)}	दीपन{नपुं;3;बहु(दीप्1;ल्युट्;दिवादिः)}	समुच्चितः,5.1	सुप्_समुच्चितः,5.1	N3		
3.1	स्नेहैः		स्नेहैः	स्नेह{पुं;3;बहु}	स्नेह{पुं;3;बहु}	समुच्चितः,5.1	सुप्_समुच्चितः,5.1#करणम्,9.1#हेतुः,9.1#हेतुः,8.1	N3	स्नेह_से	स्नेह_से
4.1	तान्		तान्	तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	प्रयोज्यकर्ता,8.1	विशेषणम्,7.1#प्रयोज्यकर्ता,8.1	N2	उन	उन
5.1	स्वेदैः		स्वेदैः	स्वेद{पुं;3;बहु}	स्वेद{पुं;3;बहु}	हेतुः,7.1	करणम्,9.1#करणम्,8.1#हेतुः,9.1#हेतुः,8.1#हेतुः,7.1	N3	पसीनों_से	पसीनों_से
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1	NA	च2	च2
7.1	परिष्कृतान्		परिष्कृतान्	परिष्कृत{पुं;2;बहु(परि_कृ;क्त;तनादिः)}	परिष्कृत{पुं;2;बहु(परि_कृ;क्त;तनादिः)}	विशेषणम्,4.1	प्रयोज्यकर्ता,8.1#विशेषणम्,4.1	N2	परिष्कृतों_को	परिष्कृतों_को
8.1	शोधयेत्		शोधयेत्	शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}	शुध्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,7.1	-	KP	शुद्ध_करिए	शुद्ध_करिए
9.1	शोधनैः		शोधनैः	शोधन{नपुं;3;बहु(शुध्1;ल्युट्;दिवादिः)}	शोधन{नपुं;3;बहु(शुध्1;ल्युट्;दिवादिः)}	हेतुः,8.1	करणम्,8.1#हेतुः,8.1	N3	शुद्ध_करने_वालों_से	शुद्ध_करने_वालों_से
10.1	काले		काले	काला{स्त्री;8;एक}/काल{पुं;7;एक}/काल{नपुं;7;एक}	काल{पुं;7;एक}	कालाधिकरणम्,8.1	विषयाधिकरणम्,3.1#कालाधिकरणम्,9.1#कालाधिकरणम्,8.1	N7	समय_में	समय_में
11.1	यथा-		यथा-आसन्नं	यथा	यथा	अव्ययीभावः,11.2	अव्ययीभावः,11.2	CP	यथा-	यथा-
11.2	आसन्नम्		--	आसन्न{पुं;2;एक}/आसन्न{नपुं;1;एक}/आसन्न{नपुं;2;एक}/आसन्न{अव्य}	आसन्न{अव्य}	क्रियाविशेषणम्,8.1	विशेषणम्,12.2#प्रयोज्यकर्ता,8.1#प्रयोजककर्ता,8.1#क्रियाविशेषणम्,8.1	NA	आसन्न	आसन्न
12.1	यथा-		यथा-बलम्	यथा	यथा	अव्ययीभावः,12.2	अव्ययीभावः,12.2	CP	यथा-	यथा-
12.2	बलम्		--	बल{नपुं;1;एक}/बल{नपुं;2;एक}/बल{पुं;2;एक}/बल{अव्य}	बल{अव्य}	क्रियाविशेषणम्,8.1	विशेषणम्,11.2#प्रयोज्यकर्ता,8.1#प्रयोजककर्ता,8.1#क्रियाविशेषणम्,8.1	NA	बल	बल
13.1	.		.	-	-	-	-	FS	-	-
