index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शमनम्		शमनम्	शमन{पुं;2;एक}/शमन{नपुं;1;एक}/शमन{नपुं;2;एक}	शमन{नपुं;1;एक}	घटकः,6.1	कर्ता_बे_वेर्ब्स्,7.1#घटकः,6.1	N1	शान्त_करने_वाला	शान्त_करने_वाला
2.1	कोपनम्		कोपनम्	कोपन{नपुं;1;एक(कुप्1;ल्युट्;दिवादिः)}/कोपन{नपुं;2;एक(कुप्1;ल्युट्;दिवादिः)}	कोपन{नपुं;1;एक(कुप्1;ल्युट्;दिवादिः)}	घटकः,6.1	विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,7.1#घटकः,6.1	N1	रोषशील	रोषशील
3.1	स्वस्थ-		स्वस्थ-हितम्	स्वस्थ	स्वस्थ	चतुर्थी-तत्पुरुषः,3.2	चतुर्थी-तत्पुरुषः,3.2	CP	स्वस्थ-	स्वस्थ-
3.2	हितम्		--	हित{पुं;2;एक(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;1;एक(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;2;एक(धा1;क्त;जुहोत्यादिः)}/हित{पुं;2;एक(हि1;क्त;स्वादिः)}/हित{नपुं;1;एक(हि1;क्त;स्वादिः)}/हित{नपुं;2;एक(हि1;क्त;स्वादिः)}	हित{नपुं;1;एक(धा1;क्त;जुहोत्यादिः)}	घटकः,6.1	घटकः,6.1#विशेषणम्,4.1#विशेषणम्,2.1#विशेषणम्,1.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,7.1	N1	हित	हित
4.1	द्रव्यम्		द्रव्यम्	द्रव्य{नपुं;1;एक}/द्रव्य{नपुं;2;एक}/द्रव्य{पुं;2;एक}	द्रव्य{नपुं;1;एक}	कर्ता,7.1	कर्ता_बे_वेर्ब्स्,7.1	N1	द्रव्य_को	द्रव्य_को
5.1	इति		इति	इति{अव्य}	इति{अव्य}	घटक_द्योतकः,3.2	घटक_द्योतकः,3.2	NA	ऐसा	ऐसा
6.1	त्रिधा		त्रिधा	त्रि{अव्य;धा}	त्रि{अव्य;धा}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	NA	त्रि_धा	त्रि_धा
7.1	(अस्ति)		(अस्ति)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	-	KP	है	है
8.1	.		.	-	-	-	-	FS	-	-
