index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तोदः		तोदः	तोद{पुं;1;एक}	तोद{पुं;1;एक}	कर्ता,7.2	कर्ता,7.2	N1		
2.1	अति-		अति-अर्थम्	अति	अति	चतुर्थी-तत्पुरुषः,2.2	चतुर्थी-तत्पुरुषः,2.2	CP	अति-	अति-
2.2	अर्थम्		-	अत्यर्थम्{अव्य}	अत्यर्थम्{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	अर्थ_को	अर्थ_को
3.1	वृषणयोः		वृषणयोः	वृषण{पुं;6;द्वि}/वृषण{पुं;7;द्वि}	वृषण{पुं;6;द्वि}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.1	N6	वृषणों_का	वृषणों_का
4.1	मेढ्रम्		मेढ्रम्	मेढ्र{पुं;2;एक}	मेढ्र{पुं;2;एक}	कर्ता,5.1	कर्ता,5.1	N2	मेढ_को	मेढ_को
5.1	धूमायति		धूमायति	धूमाय{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	-धूमाय{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP		
6.1	इव		इव	इव{अव्य}	इव{अव्य}	उत्प्रेक्षा_द्योतकः,5.1	उत्प्रेक्षा_द्योतकः,5.1	NA	जैसे	जैसे
7.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	च1	च1
7.2	(स्यात्)		(स्यात्)	अस्2{कर्तरि;लिङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लिङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP		
