index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स्वस्थ-	27.1	स्वस्थ-चित्तस्य	स्वस्थ	स्वस्थ	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP		
1.2	चित्तस्य	29.2	--	चित्त{पुं;6;एक}/चित्त{नपुं;6;एक}	चित्त{नपुं;6;एक}	षष्ठीसम्बन्धः,29.1	षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,29.1	N6		
2.1	चन्दन-	24.1	चन्दन-आर्द्रस्य	चन्दन	चन्दन	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP		
2.2	आर्द्रस्य	25.2	--	आर्द्र{पुं;6;एक}/आर्द्र{नपुं;6;एक}	आर्द्र{पुं;6;एक}	विशेषणम्,1.2	षष्ठीसम्बन्धः,3.1#विशेषणम्,1.2	N6		
3.1	मालिनः	25.1	मालिनः	मालिन्{पुं;1;बहु}/मालिन्{पुं;2;बहु}/मालिन्{पुं;5;एक}/मालिन्{पुं;6;एक}/मालिन्{नपुं;5;एक}/मालिन्{नपुं;6;एक}/मालिन्{पुं;8;बहु}	मालिन्{पुं;6;एक}	विशेषणम्,1.2	समुच्चितः,27.1#विशेषणम्,1.2	N6		
4.1	निवृत्त-	26.1	निवृत्त-काम-तन्त्रस्य	निवृत्त	निवृत्त	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP		तन्त्र_के
4.2	काम-	27.2	--	काम	काम	षष्ठी-तत्पुरुषः,4.3	षष्ठी-तत्पुरुषः,4.3	CP		
4.3	तन्त्रस्य	27.3	--	तन्त्र{नपुं;6;एक}	तन्त्र{नपुं;6;एक}	विशेषणम्,1.2	षष्ठीसम्बन्धः,5.4#विशेषणम्,1.2	N6		
5.1	सु-	27.1	सु-सूक्ष्म-तनु-वाससः	सु	सु	अव्ययीभावः,5.3	अव्ययीभावः,5.3	CP		
5.2	सूक्ष्म-	28.2	--	सूक्ष्म	सूक्ष्म	कर्मधारयः,5.3	कर्मधारयः,5.3	CP		
5.3	तनु-	28.3	--	तनु	तनु	बहुव्रीहिः,5.4	बहुव्रीहिः,5.4	CP		
