index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शिशिर-	1.1	शिशिर-आद्यैः	शिशिर	शिशिर	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	शिशिर-	शिशिर-
1.2	आद्यैः	1.2	--	आद्य{पुं;3;बहु}/आद्य{नपुं;3;बहु}	आद्य{पुं;3;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N3	आदि_से	आदि_से
2.1	त्रिभिः	3.1	त्रिभिः	त्रि{संख्येयम्;पुं;3;बहु}/त्रि{संख्येयम्;नपुं;3;बहु}/त्रि{संख्या;नपुं;3;बहु}	त्रि{संख्येयम्;पुं;3;बहु}	हेतुः,5.1	हेतुः,5.1	N3	तीनों_से	तीनों_से
3.1	तैः	2.1	तैः	तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु}	तद्{सर्वनाम;पुं;3;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N3	उनसे	उनसे
4.1	तु	4.1	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	तो	तो
5.1	विद्यात्	9.1	विद्यात्	विद्1{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;अदादिः}/विद्3{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;तुदादिः}/विद्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः}	विद्1{कर्तरि;आशीर्लिङ्;प्र;एक;परस्मैपदी;अदादिः}	-	-	KP		
6.1	अयनम्	6.1	अयनम्	अयन{नपुं;1;एक(इ1;ल्युट्;अदादिः)}/अयन{नपुं;2;एक(इ1;ल्युट्;अदादिः)}	अयन{नपुं;2;एक(इ1;ल्युट्;अदादिः)}	समुच्चितः,8.1	कर्म,5.1#सुप्_समुच्चितः,8.1	N2		
7.1	उत्तरम्	5.1	उत्तरम्	उत्तर{पुं;2;एक}/उत्तर{नपुं;1;एक}/उत्तर{नपुं;2;एक}/उत्तर{सर्वनाम;पुं;2;एक}/उत्तर{सर्वनाम;नपुं;1;एक}/उत्तर{सर्वनाम;नपुं;2;एक}	उत्तर{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	उत्तर_को	उत्तर_को
8.1	आदानम्	7.1	आदानं	आदान{नपुं;1;एक(आङ्_दा3;ल्युट्;जुहोत्यादिः)}/आदान{नपुं;2;एक(आङ्_दा3;ल्युट्;जुहोत्यादिः)}	आदान{नपुं;2;एक(आङ्_दा3;ल्युट्;जुहोत्यादिः)}	कर्म,5.1	विशेषणम्,6.1#कर्म,5.1	N2	लेना	लेना
9.1	च	8.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.1	सम्बन्धः,8.1#सुप्_समुच्चय_द्योतकः,8.1	NA	और	और
10.1	तदा	10.1	तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	NA		
11.1	आदत्ते	14.1	आदत्ते	आङ्_दा3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	आङ्_दा3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	-	-	KP		
12.1	नृणाम्	12.1	नृणाम्	नृ{पुं;6;बहु}	नृ{पुं;6;बहु}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1	N6	मनुष्यों_के	मनुष्यों_के
13.1	प्रति-	11.1	प्रति-दिनम्	प्रति	प्रति	अव्ययीभावः,13.2	अव्ययीभावः,13.2	CP		
13.2	दिनम्	11.2	--	दिन{पुं;2;एक}/दिन{नपुं;1;एक}/दिन{नपुं;2;एक}/दिनम्{अव्य}	दिनम्{अव्य}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	NA		
14.1	बलम्	13.1	बलम्	बल{नपुं;1;एक}/बल{नपुं;2;एक}	बल{नपुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	बल	बल
15.1	.	15.1	.	-	-	-	-	FS	-	-
