index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	शाखाः		शाखाः	शाखा{स्त्री;1;बहु}/शाखा{स्त्री;2;बहु}/शाखा{स्त्री;8;बहु}	शाखा{स्त्री;1;बहु}	समुच्चितः,3.1	सुप्_समुच्चितः,10.2#कर्म,2.2#सुप्_समुच्चितः,3.1	N1	शाखायें	शाखायें
2.1	रक्त-		रक्त-आदयः	रक्त	रक्त	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	रक्त-	रक्त-
2.2	आदयः		--	आदि{पुं;1;बहु}/आदि{स्त्री;1;बहु}/अद्2{णिच्;कर्तरि;लङ्;म;एक;परस्मैपदी;अदादिः}/आदि{पुं;8;बहु}/आदि{स्त्री;8;बहु}	आदि{पुं;1;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N1	पहेले	पहेले
3.1	त्वक्		त्वक्	त्वच्{स्त्री;1;एक}/त्वच्{स्त्री;8;एक}	त्वच्{स्त्री;1;एक}	विशेषणम्,5.3	विशेषणम्,5.3	N1	त्वचा	त्वचा
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1#समुच्चय_द्योतकः,12.5#सम्बन्धः,3.1	NA	और	और
5.1	बाह्य-		बाह्य-रोगायनम्	बाह्य	बाह्य	कर्मधारयः,5.2	कर्मधारयः,5.2	CP	बाह्य-	बाह्य-
5.2	रोग-		--	-	-	षष्ठी-तत्पुरुषः,5.3	षष्ठी-तत्पुरुषः,5.3	CP	-	-
5.3	आयनम्		आयनम्	आयन{नपुं;1;एक}	आयन{नपुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1		
6.1	हि		हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,5.3	सम्बन्धः,5.3	NA	हि	हि
7.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,5.3	सुप्_समुच्चितः,10.2#कर्म,12.5#विशेषणम्,5.3	N1	वह	वह
8.1	तद्-		तद्-आश्रयाः	तद्	तद्	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	तद्-	तद्-
8.2	आश्रयाः		--	आश्रय{पुं;1;बहु}/आश्रय{पुं;8;बहु}/आश्रया{स्त्री;8;बहु}/आश्रया{स्त्री;1;बहु}/आश्रया{स्त्री;2;बहु}	आश्रय{पुं;1;बहु}	विशेषणम्,9.6	विशेषणम्,9.6#विशेषणम्,10.2#सुप्_समुच्चितः,10.2#कर्म,12.5#विशेषणम्,12.5	N1	आश्रय	आश्रय
9.1	मष-		मषव्यङ्गगण्डलज्यर्बुदादयः	-	-	इतरेतर-द्वन्द्वः,9.5	इतरेतर-द्वन्द्वः,9.5	CP	-	-
9.2	व्यङ्ग-					इतरेतर-द्वन्द्वः,9.5	इतरेतर-द्वन्द्वः,9.5	CP		
9.3	गण्ड-					इतरेतर-द्वन्द्वः,9.5	इतरेतर-द्वन्द्वः,9.5	CP		
9.4	अलजी-					इतरेतर-द्वन्द्वः,9.5	इतरेतर-द्वन्द्वः,9.5	CP		
9.5	अर्बुद-					बहुव्रीहिः,9.6	बहुव्रीहिः,9.6	CP		
9.6	आदयः			आदि{पुं;1;बहु}	आदि{पुं;1;बहु}	कर्ता,15.1	कर्ता,15.1	N1		
10.1	बहिर्-		बहिर्-भागाः	बहिर्	बहिर्	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	बहिर्-	बहिर्-
10.2	भागाः		--	भाग{पुं;1;बहु}/भाग{पुं;8;बहु}/भागा{स्त्री;8;बहु}/भागा{स्त्री;1;बहु}/भागा{स्त्री;2;बहु}	भाग{पुं;1;बहु}	कर्ता,13.1	कर्ता,13.1#कर्म,12.5#विशेषणम्,12.5	N1	भाग	भाग
11.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,10.2	सुप्_समुच्चय_द्योतकः,10.2#समुच्चय_द्योतकः,12.5#सम्बन्धः,10.2	NA	और	और
12.1	दुर्-		दुर्-नाम-गुल्म-शोफ-आदयः	दुर्	दुर्	अव्ययीभावः,12.2	अव्ययीभावः,12.2	CP	दुर्-	दुर्-
12.2	नाम-		--	नाम-	नाम-	इतरेतर-द्वन्द्वः,12.4	इतरेतर-द्वन्द्वः,12.4	CP	नामक	नामक
12.3	गुल्म-		--	गुल्म	गुल्म	इतरेतर-द्वन्द्वः,12.4	इतरेतर-द्वन्द्वः,12.4	CP	गुल्म-	गुल्म-
12.4	शोफ-		--	शोफ	शोफ	बहुव्रीहिः,12.5	बहुव्रीहिः,12.5	CP	शोफ-	शोफ-
12.5	आदयः		--	आदि{पुं;1;बहु}/आदि{स्त्री;1;बहु}/अद्2{णिच्;कर्तरि;लङ्;म;एक;परस्मैपदी;अदादिः}/आदि{पुं;8;बहु}/आदि{स्त्री;8;बहु}	आदि{पुं;1;बहु}	कर्ता,13.1	कर्ता,13.1	N1	पहेले	पहेले
13.1	गदाः		गदाः	गद{पुं;1;बहु}/गदा{स्त्री;1;बहु}/गदा{स्त्री;2;बहु}/गद{पुं;8;बहु}/गदा{स्त्री;8;बहु}	गद{पुं;1;बहु}	-	-	N1	बोलने	बोलने
14.1	(अस्ति)		(अस्ति)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपद;अदादिः}	अभिहित_कर्ता.5.3	अभिहित_कर्ता.5.3	KP	-	-
15.1	(सन्ति)		(सन्ति)	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपद;अदादिः}	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपद;अदादिः}	अभिहित_कर्ता.9.6	अभिहित_कर्ता.9.6	KP		
16.1										
										
