index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तत्र	1.1	तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,7.1	देशाधिकरणम्,7.1	NA	वहाँ	वहाँ
2.1	संशोधनैः	6.1	संशोधनैः	संशोधन{नपुं;3;बहु}	संशोधन{नपुं;3;बहु}	करणम्,7.1	प्रयोज्यकर्ता,7.1#हेतुः,7.1#विशेषणम्,4.5#करणम्,7.1	N3	संशोधनों_से	संशोधनों_से
3.1	स्थौल्य-	5.1	स्थौल्य-बल-पित्त-कफ-अधिकान्	स्थौल्य	स्थौल्य	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP	स्थौल्य-	स्थौल्य-
3.2	बल-	5.2	--	बल	बल	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP	बल-	बल-
3.3	पित्त-	5.3	--	पित्त	पित्त	इतरेतर-द्वन्द्वः,3.5	इतरेतर-द्वन्द्वः,3.5	CP	पित्त-	पित्त-
3.4	कफ-	5.4	--	कफ	कफ	बहुव्रीहिः,3.5	बहुव्रीहिः,3.5	CP	कफ-	कफ-
3.5	अधिकान्	5.5	--	अधिक{पुं;2;बहु}	अधिक{पुं;2;बहु}	कर्म,7.1	विशेषणम्,6.1#कर्म,7.1	N2	अधिक	अधिक
4.1	आम-	2.1	आम-दोष-ज्वर-छर्दि-अतीसार-हृत्-आमयैः	आम	आम	मध्यमपदलोपी-कर्मधारयः,4.2	मध्यमपदलोपी-कर्मधारयः,4.2	CP	आमदोष-	आमदोष-
4.2	दोष-	2.2	--	दोष	दोष	इतरेतर-द्वन्द्वः,4.7	इतरेतर-द्वन्द्वः,4.7	CP		
4.3	ज्वर-	2.3	--	ज्वर	ज्वर	इतरेतर-द्वन्द्वः,4.7	इतरेतर-द्वन्द्वः,4.7	CP	ज्वर-	ज्वर-
4.4	छर्दि-	2.4	--	छर्दि	छर्दि	इतरेतर-द्वन्द्वः,4.7	इतरेतर-द्वन्द्वः,4.7	CP	-	-
4.5	अतीसार-	2.5	--	अतीसार	अतीसार	इतरेतर-द्वन्द्वः,4.7	इतरेतर-द्वन्द्वः,4.7	CP	अतीसार-	अतीसार-
4.6	हृत्-	2.6	--	हृत्	हृत्	षष्ठी-तत्पुरुषः,4.7	षष्ठी-तत्पुरुषः,4.7	CP	-	-
4.7	आमयैः	2.7	--	आमय{पुः;3;बहु}	आमय{पुः;3;बहु}	हेतुः,6.1	हेतुः,7.1#हेतुः,6.1	N3	-	-
5.1	विबन्ध-	3.1	विबन्ध-गौरव-उद्गार-हृत्-लास-आदिभिः	विबन्ध	विबन्ध	इतरेतर-द्वन्द्वः,5.5	इतरेतर-द्वन्द्वः,5.5	CP	विबन्ध-	विबन्ध-
5.2	गौरव-	3.2	--	गौरव	गौरव	इतरेतर-द्वन्द्वः,5.5	इतरेतर-द्वन्द्वः,5.5	CP	गौरव-	गौरव-
5.3	उद्गार-	3.3	--	उद्गार(उत्_गॄ1;घञ्;तुदादिः)	उद्गार(उत्_गॄ1;घञ्;तुदादिः)	इतरेतर-द्वन्द्वः,5.5	इतरेतर-द्वन्द्वः,5.5	CP		
5.4	हृत्-	3.4	--	हृत्	हृत्	षष्ठी-तत्पुरुषः,5.5	षष्ठी-तत्पुरुषः,5.5	CP	-	-
5.5	लास-	3.5	--	लास	लास	बहुव्रीहिः,5.6	बहुव्रीहिः,5.6	CP	लास-	लास-
5.6	आदिभिः	3.6	--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	हेतुः,6.1	करणम्,7.1#करणम्,6.1#हेतुः,6.1	N3	पहेलों_से	पहेलों_से
6.1	आतुरान्	4.1	आतुरान्	आतुर{पुं;2;बहु}/आतुर{पुं;2;बहु(आङ्_तुर्;क;जुहोत्यादिः)}	आतुर{पुं;2;बहु(आङ्_तुर्;क;जुहोत्यादिः)}	विशेषणम्,3.5	कर्म,7.1#विशेषणम्,3.5	N2	आतुर_को	आतुर_को
7.1	(लङ्घयेत्)	7.1	(लङ्घयेत्)	लघ्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}/लघ्2{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	लघ्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
8.1	.	8.1	.	-	-	-	-	FS	-	-
