index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सुगन्धि-	1.1	सुगन्धि-हिम-पानीय-सिच्यमान-पटालिके	सुगन्धि	सुगन्धि	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	सुगन्धि-	सुगन्धि-
1.2	हिम-	1.2	--	हिम	हिम	कर्मधारयः,1.3	कर्मधारयः,1.3	CP	हिम-	हिम-
1.3	पानीय-	1.3	--	पानीय-	पानीय-	तृतीया-तत्पुरुषः,1.4	तृतीया-तत्पुरुषः,1.4	CP		
1.4	सिच्यमान-	1.4	--	सिच्यमान-	सिच्यमान-	बहुव्रीहिः,1.6	बहुव्रीहिः,1.6	CP		
1.5	पट-	1.5	पटालिके	पट-	पट-	षष्ठी-तत्पुरुषः,1.6	षष्ठी-तत्पुरुषः,1.6	CP	-	-
1.6	आलिके	1.6		पटालिक{पुं;7;एक}	पटालिक{पुं;7;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N7		
2.1	कायमाने	4.1	कायमाने	कायमान{पुं;7;1}	कायमान{पुं;7;1}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	-	-
3.1	चिते	3.1	चिते	चित्{स्त्री;4;एक}/चिता{स्त्री;8;एक}/चिति{स्त्री;8;एक}/चित{नपुं;7;एक}/चित{पुं;7;एक}	चित{पुं;7;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N7	चित्_को	चित्_को
4.1	चूत-	2.1	चूत-प्रवाल-फल-लुम्बिभिः	चूत	चूत	षष्ठी-तत्पुरुषः,4.4	षष्ठी-तत्पुरुषः,4.4	CP	चूत-	चूत-
4.2	प्रवाल-	2.2	--	प्रवाल	प्रवाल	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	प्रवाल-	प्रवाल-
4.3	फल-	2.3	--	फल	फल	षष्ठी-तत्पुरुषः,4.4	षष्ठी-तत्पुरुषः,4.4	CP	फल-	फल-
4.4	लुम्बिभिः	2.4	--	लुम्बि{पुं;3;एक}	लुम्बि{पुं;3;एक}	हेतुः,3.1	हेतुः,3.1	N3	-	-
5.1	(स्वप्यात्)	5.1	(स्वप्यात्)	ष्वप्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः}/स्वप्य{पुं;5;एक(ष्वप्1;यत्;अदादिः)}/स्वप्य{नपुं;5;एक(ष्वप्1;यत्;अदादिः)}	ष्वप्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः}	-	-	KP	है	है
6.1	.	6.1	.	-	-	-	-	FS	-	-
