index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	बृंहणम्	6.1	बृंहणं	बृंहण{नपुं;1;एक}/बृंहण{नपुं;2;एक}	बृंहण{नपुं;1;एक}	विधेय_विशेषणम्,10.1	कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#विधेय_विशेषणम्,10.1	N1	चिघांडने_का_शब्द	चिघांडने_का_शब्द
2.1	यत्	1.1	यद्	यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}/यत्{नपुं;1;एक}/यत्{नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	कर्ता,8.1;नित्य_सम्बन्धः1,10.1	कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#विशेषणम्,6.1#विशेषणम्,4.1#विशेषणम्,1.1	N1	जो	जो
3.1	बृहत्वाय	3.1	बृहत्वाय	बृहत्व{नपुं;4;एक}	बृहत्व{नपुं;4;एक}	सम्प्रदानम्,8.1	सम्प्रदानम्,8.1	N4		
4.1	लङ्घनम्	13.1	लङ्घनं	लङ्घन{नपुं;1;एक(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;2;एक(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;1;एक(लघ्2;ल्युट्;भ्वादिः)}/लङ्घन{नपुं;2;एक(लघ्2;ल्युट्;भ्वादिः)}	लङ्घन{नपुं;1;एक(लघ्1;ल्युट्;भ्वादिः)}	विधेय_विशेषणम्,13.1	विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1#विधेय_विशेषणम्,13.1	N1	कूदना	कूदना
5.1	लाघवाय	10.1	लाघवाय	लाघव{नपुं;4;एक}	लाघव{नपुं;4;एक}	सम्प्रदानम्,12.1	सम्प्रदानम्,8.1#सम्प्रदानम्,9.1#सम्प्रदानम्,12.1	N4	लघुते_के_लिये	लघुते_के_लिये
6.1	यत्	8.1	यद्	यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}/यत्{नपुं;1;एक}/यत्{नपुं;2;एक}	यत्{नपुं;1;एक}	कर्ता,12.1;नित्य_सम्बन्धः1,13.1	कर्ता_बे_वेर्ब्स्,8.1#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,12.1	N1	यत्	यत्
7.1	देहस्य	9.1	देहस्य	देह{पुं;6;एक}/देह{नपुं;6;एक}	देह{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,4.1;षष्ठीसम्बन्धः,1.1#षष्ठीसम्बन्धः,5.1	N6	शरीर_का	शरीर_का
8.1	(भवति)	4.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	अभिहित_कर्ता,8.1	KP	होता_है	होता_है
9.1	(देहस्य)	2.1	देहस्य	देह{पुं;6;एक}/देह{नपुं;6;एक}	देह{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,4.1;षष्ठीसम्बन्धः,1.1#षष्ठीसम्बन्धः,3.1	N6	शरीर_का	शरीर_का
10.1	(तत्)	5.1	तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,11.1	कर्ता_बे_वेर्ब्स्,11.1	N1	वह	वह
11.1	(भवति)	7.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1;सकर्मक	अभिहित_कर्ता,11.1	KP	-	-
12.1	(भवति)	11.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.1;सकर्मक	अभिहित_कर्ता,6.1	KP	होता_है	होता_है
13.1	(तत्)	12.1	तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,14.1	कर्ता_बे_वेर्ब्स्,14.1	N1	वह	वह
14.1	(भवति)	14.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,14.1;सकर्मक	अभिहित_कर्ता,14.1	KP	-	-
15.1	.	15.1	.	-	-	-	-	FS	-	-
