index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कषाय-	2.1	कषाय-अपहृत-स्नेहः	कषाय	कषाय	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	कषाय-	कषाय-
1.2	अपहृत-	2.2	--	अपहृत(अप_हृ1;क्त;भ्वादिः)	अपहृत(अप_हृ1;क्त;भ्वादिः)	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP		
1.3	स्नेहः	2.3	--	स्नेह{पुं;1;एक}	स्नेह{पुं;1;एक}	विशेषणम्,8.2	विशेषणम्,7.1#विशेषणम्,3.1#विशेषणम्,8.2	N1	स्नेह	स्नेह
2.1	ततः	1.1	ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,23.1	सम्बन्धः,7.1#सम्बन्धः,3.1#कार्य_द्योतकः,7.1#कार्य_द्योतकः,3.1#सम्बन्धः,23.1	NA	वहाँ_से	वहाँ_से
3.1	स्नातः	4.1	स्नातः	स्ना{अव्य;तसिल्}/ष्ना1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/स्नात्{पुं;2;बहु(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{पुं;5;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{पुं;6;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{नपुं;5;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{नपुं;6;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात{पुं;1;एक(ष्ना1;क्त;अदादिः)}	स्नात{पुं;1;एक(ष्ना1;क्त;अदादिः)}	विशेषणम्,8.2	विशेषणम्,8.2#विशेषणम्,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,1.3#हेतुः5,7.1	N1	स्नान_करता_हुआ	स्नान_करता_हुआ
4.1	यथा-	3.1	यथा-विधि	यथा	यथा	अव्ययीभावः,4.2	अव्ययीभावः,4.2	CP	यथा-	यथा-
4.2	विधि	3.2	--	विधि{नपुं;8;एक}/विधि{नपुं;1;एक}/विधि{नपुं;2;एक}/विधी{स्त्री;8;एक}/विधि{अव्य}	विधि{अव्य}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	NA	विधि	विधि
5.1	कुङ्कुमेन	6.1	कुङ्कुमेन	कुङ्कुम{नपुं;3;एक}	कुङ्कुम{नपुं;3;एक}	करणम्,7.1	कर्ता,7.1#हेतुः,7.1#करणम्,7.1	N3	कुङ्कुम_से	कुङ्कुम_से
6.1	स-	5.1	स-दर्पेण	स	स	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,6.2	सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,6.2			
