index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अर्ध-		अर्ध-शक्त्या	अर्ध	अर्ध	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	अर्ध-	अर्ध-
1.2	शक्त्या		--	शक्ति{स्त्री;3;एक}	शक्ति{स्त्री;3;एक}	क्रियाविशेषणम्,2.1	कर्ता,5.1#कर्ता,2.1#हेतुः,14.1#हेतुः,5.1#हेतुः,2.1#क्रियाविशेषणम्,2.1	N3	शक्ति_से	शक्ति_से
2.1	निषेव्यः		निषेव्यः	निषेव्य{पुं;1;एक(नि_सेव्;यत्;भ्वादिः)}	निषेव्य{पुं;1;एक(नि_सेव्;यत्;भ्वादिः)}	-	-	N1		
3.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	तो	तो
4.1	बलिभिः		बलिभिः	बलि{पुं;3;बहु}/बलिन्{पुं;3;बहु}	बलि{पुं;3;बहु}	विशेषणम्,6.1	विशेषणम्,6.1#कर्ता,5.1#हेतुः,14.1#हेतुः,5.1	N3	बलियों_से	बलियों_से
5.1	स्निग्ध-		स्निग्ध-भोजिभिः	स्निग्ध(ष्निह्1;क्त;दिवादिः)	स्निग्ध(ष्निह्1;क्त;दिवादिः)	उपपद-तत्पुरुषः,5.2	उपपद-तत्पुरुषः,5.2	CP		
5.2	भोजिभिः		--	भोजि{पुं;3;बहु(भुज्;णिच्;चुरादिः)}	भोजि{पुं;3;बहु(भुज्;णिच्;चुरादिः)}	विशेषणम्,6.1	विशेषणम्,6.1	N3	-	-
6.1	(पुरुषैः)		पुरुषैः	पुरुष{पुं;3;बहु}	पुरुष{पुं;3;बहु}	कर्ता,2.1	हेतुः,14.1#कर्ता,2.1	N3	पुरुषों_से	पुरुषों_से
7.1	शीत-		शीत-काले	शीत	शीत	कर्मधारयः,7.2	कर्मधारयः,7.2	CP	शीत-	शीत-
7.2	काले		--	काल{नपुं;1;द्वि}/काल{नपुं;2;द्वि}/काला{स्त्री;1;द्वि}/काला{स्त्री;2;द्वि}/काल{नपुं;8;द्वि}/काला{स्त्री;8;एक}/काला{स्त्री;8;द्वि}/काल{पुं;7;एक}/काल{नपुं;7;एक}/कालि{नपुं;8;एक}/कालि{नपुं;1;एक}/कालि{नपुं;2;एक}	काल{पुं;7;एक}	समुच्चितः,8.1	विशेषणम्,10.1#सुप्_समुच्चितः,8.1#कालाधिकरणम्,14.1#विशेषणम्,8.1	N7	समय_में	समय_में
8.1	वसन्ते		वसन्ते	वसन्त{पुं;7;एक}	वसन्त{पुं;7;एक}	अधिकरणम्,2.1	अधिकरणम्,14.1#अधिकरणम्,2.1	N7	वसन्त_में	वसन्त_में
9.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.1	सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1	NA	च2	च2
10.1	मन्दम्		मन्दम्	मन्द{पुं;2;एक}/मन्द{नपुं;1;एक}/मन्द{नपुं;2;एक}/मन्द{अव्य}	मन्द{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,14.1#क्रियाविशेषणम्,5.1#क्रियाविशेषणम्,2.1	NA	मन्द_को	मन्द_को
11.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ही	ही
12.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	वहाँ_से	वहाँ_से
13.1	अन्यदा		अन्यदा	अन्यदा{अव्य}	अन्यदा{अव्य}	कालाधिकरणम्,14.1	कालाधिकरणम्,14.1	NA	अन्यदा	अन्यदा
14.1	(निषेव्यः)		निषेव्यः	निषेव्य{पुं;1;एक(नि_सेव्;यत्;भ्वादिः)}	निषेव्य{पुं;1;एक(नि_सेव्;यत्;भ्वादिः)}	-	-	N1		
15.1	.		.	-	-	-	-	FS	-	-
