index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	हीन-		हीन-अति-मिथ्या-योगेन	हीन(हा2;क्त;जुहोत्यादिः)	हीन(हा2;क्त;जुहोत्यादिः)	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP		
1.2	अति-		--	-अति	-अति	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	अति-	अति-
1.3	मिथ्या-		--	-मिथ्या	-मिथ्या	षष्ठी-तत्पुरुषः,1.4	षष्ठी-तत्पुरुषः,1.4	CP	मिथ्या-	मिथ्या-
1.4	योगेन		--	योग{पुं;3;एक}/योग{नपुं;3;एक}	योग{पुं;3;एक}	हेतुः,2.1	कर्ता,2.1#हेतुः,2.1	N3	योग_से	योग_से
2.1	भिद्यते		भिद्यते	भिद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;रुधादिः}	भिद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;रुधादिः}	अभिहित_कर्ता,5.1	अभिहित_कर्ता,5.1	KP	चीरा_जाता_है	चीरा_जाता_है
3.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	वह	वह
4.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	फिर	फिर
5.1	त्रिधा		त्रिधा	त्रि{अव्य;धा}	त्रि{अव्य;धा}	कर्तृसमानाधिकरणम्,2.1	कर्ता,2.1#कर्तृसमानाधिकरणम्,2.1	NA	त्रि_धा	त्रि_धा
6.1	.		.	-	-	-	-	FS	-	-
										
