index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	रसे		रसे	रसा{स्त्री;1;द्वि}/रसा{स्त्री;2;द्वि}/रसा{स्त्री;8;एक}/रसा{स्त्री;8;द्वि}/रस{पुं;7;एक}	रस{पुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	रस_में	रस_में
2.1	रौक्ष्यम्		रौक्ष्यम्	-	-	समुच्चितः,6.2	समुच्चितः,6.2	N1		
3.1	श्रमः		श्रमः	श्रम{पुं;1;एक}	श्रम{पुं;1;एक}	समुच्चितः,6.2	समुच्चितः,6.2	N1	श्रम	श्रम
4.1	शोषः		शोषः	शोष{पुं;1;एक}	शोष{पुं;1;एक}	समुच्चितः,6.2	समुच्चितः,6.2	N1	सूखना	सूखना
5.1	ग्लानिः		ग्लानिः	ग्लानि{स्त्री;1;एक}	ग्लानि{स्त्री;1;एक}	समुच्चितः,6.2	समुच्चितः,6.2	N1	ग्लानि	ग्लानि
6.1	शब्द-		शब्द-असहिष्णुता	शब्द	शब्द	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	शब्द-	शब्द-
6.2	असहिष्णुता		-	शब्दासहिष्णुता{स्त्री;1;एक}	शब्दासहिष्णुता{स्त्री;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	-	-
7.1	(भवति)		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	होता_है	होता_है
7.2	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.2	समुच्चय_द्योतकः,6.2	NA		
