index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	बुद्धि-		बुद्धि-मेधा-अभिमान-आद्यैः	बुद्धि	बुद्धि	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	बुद्धि-	बुद्धि-
1.2	मेधा-		--	मेधा	मेधा	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	मेधा-	मेधा-
1.3	अभिमान-		--	अभिमान	अभिमान	बहुव्रीहिः,1.4	बहुव्रीहिः,1.4	CP	अभिमान-	अभिमान-
1.4	आद्यैः		--	आद्य{पुं;3;बहु}/आद्य{नपुं;3;बहु}	आद्य{पुं;3;बहु}	हेतुः,6.1	कर्ता,6.1#हेतुः,6.1	N3	प्रथमों_से	प्रथमों_से
2.1	अभिप्रेत-		अभिप्रेत-अर्थ-साधनात्	अभिप्रेत	अभिप्रेत	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	अभिप्रेत-	अभिप्रेत-
2.2	अर्थ-		--	अर्थ	अर्थ	षष्ठी-तत्पुरुषः,2.3	षष्ठी-तत्पुरुषः,2.3	CP	अर्थ-	अर्थ-
2.3	साधनात्		--	साधन{नपुं;5;एक}/साधन{पुं;5;एक}	साधन{नपुं;5;एक}	हेतुः,6.1	हेतुः,6.1	N5	साधन_से	साधन_से
3.1	साधकम्		साधकम्	साधक{नपुं;1;एक}	साधक{नपुं;1;एक}	कर्म,6.1	कर्म,6.1	N1		
4.1	हृद्गतम्		हृद्गतम्	हृद्गत{पुं;2;एक}/हृद्गत{नपुं;1;एक}/हृद्गत{नपुं;2;एक}	हृद्गत{नपुं;1;एक}	विशेषणम्,5.1	मुख्यकर्म,6.1#गौणकर्म,6.1#विशेषणम्,5.1	N1	मन_में_आसीन_को	मन_में_आसीन_को
5.1	पित्तम्		पित्तम्	पित्त{नपुं;1;एक}/पित्त{नपुं;2;एक}	पित्त{नपुं;1;एक}	विशेषणम्,3.1	मुख्यकर्म,6.1#गौणकर्म,6.1#विशेषणम्,3.1	N1	पित्	पित्_को
6.1	उच्यते		उच्यते	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,3.1;सकर्मक	अभिहित_कर्म,3.1;सकर्मक	KP	कहा_जाता_है	कहा_जाता_है
7.1	.		.	-	-	-	-	FS	-	-
										
