index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ऋतवः	2.1	ऋतवः	ऋतु{पुं;1;बहु}/ऋतु{पुं;8;बहु}	ऋतु{पुं;1;बहु}	कर्म,6.1	सुप्_समुच्चितः,4.1#कर्म,6.1#विशेषणम्,3.2	N1	ऋतुएँ	ऋतुएँ
2.1	दक्षिण-	3.1	दक्षिण-अयनम्	दक्षिण	दक्षिण	कर्मधारयः,2.2	कर्मधारयः,2.2	CP		
2.2	अयनम्	3.2	अयनम्	अयन{नपुं;1;एक(इ1;ल्युट्;अदादिः)}/अयन{नपुं;2;एक(इ1;ल्युट्;अदादिः)}	अयन{नपुं;1;एक(इ1;ल्युट्;अदादिः)}	समुच्चितः,4.1	कर्म,6.1#सुप्_समुच्चितः,4.1	N1		
3.1	वर्षा-	1.1	वर्षादयः	वर्षा-	वर्षा-	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP		
3.2	आदयः	1.2		वर्षादि{पुं;1;बहु}	वर्षादि{पुं;1;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N1		
4.1	विसर्गः	4.1	विसर्गः	विसर्ग{पुं;1;एक}	विसर्ग{पुं;1;एक}	कर्मसमानाधिकरणम्,6.1	कर्मसमानाधिकरणम्,6.1	N1	त्याग	त्याग
5.1	च	5.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1	NA	च2	च2
6.1	(उच्यते)	6.1	(उच्यते)	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,1.1	-	KP	है	है
7.1	.	7.1	.	-	-	-	-	FS	-	-
