index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	एवञ्च	एवञ्च
1.2	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA		
2.1	लक्षयेत्		-	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्2{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}			KP	देखे	देखे
3.1	दूषिका-		दूषिकादीन्	दूषिका-	दूषिका-	बहुव्रीहिः,3.2	विशेषणम्,5.1#बहुव्रीहिः,3.2	CP		
3.2	आदीन्			दूषिकादि{पुं;2;बहु}	दूषिकादि{पुं;2;बहु}	विशेषणम्,5.1	विशेषणम्,5.1	N2		
4.1	अपि		--	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,3.2	सम्बन्धः,3.2#अन्यतर_द्योतकः,3.1#अन्यतर_द्योतकः,3.2	NA	भी	भी
5.1	मलान्		--	मल{पुं;2;बहु}	मल{पुं;2;बहु}	कर्म,2.1	कर्म,2.1	N2	मल_को	मल_को
6.1	बाहुल्य-		--	बाहुल्य	बाहुल्य	इतरेदर-द्वन्द्वः,6.2	इतरेदर-द्वन्द्वः,6.2	CP	बाहुल्य-	बाहुल्य-
6.2	गुरुता-		--	गुरु{तल्}	गुरु{तल्}	बहुव्रीहिः,6.3	बहुव्रीहिः,6.3	CP	गुरुता-	गुरुता-
6.3	आदिभिः		--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	करणम्,2.1	करणम्,2.1	N3	पहेलों_से	पहेलों_से
7.1	.		.	-	-	-	-	FS	-	-
