index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	निशा-	3.1	निशाकरकर-आकीर्णे	निशा-	निशा-	उपपद-तत्पुरुषः,1.2	उपपद-तत्पुरुषः,1.2	CP	निशाकरकर-	निशाकरकर-
1.2	कर-	3.2		कर-	कर-	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP		
1.3	कर-	3.3		कर-	कर-	तृतीया-तत्पुरुषः,1.4	तृतीया-तत्पुरुषः,1.4	CP		
1.4	आकीर्णे	3.4	--	आकीर्ण{नपुं;1;द्वि}/आकीर्ण{नपुं;2;द्वि}/आकीर्ण{नपुं;8;द्वि}/आकीर्ण{नपुं;7;एक}/आकीर्ण{पुं;7;एक}/आकीर्णा{स्त्री;8;एक}/आकीर्णा{स्त्री;8;द्वि}/आकीर्णा{स्त्री;1;द्वि}/आकीर्णा{स्त्री;2;द्वि}	आकीर्ण{नपुं;7;एक}	विशेषणम्,2.2	विशेषणम्,2.2#सुप्_समुच्चितः,3.1#अधिकरणम्,6.1	N7	बिखरा_हुवे_में	बिखरा_हुवे_में
2.1	सौध-	4.1	सौध-पृष्ठे	सौध	सौध	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	सौध-	सौध-
2.2	पृष्ठे	4.2	--	पृष्ठ{नपुं;1;द्वि}/पृष्ठ{नपुं;2;द्वि}/पृष्ठ{नपुं;8;द्वि}/पृष्ठ{नपुं;7;एक}/पृष्ठ{पुं;7;एक}/पृष्ठा{स्त्री;8;एक}/पृष्ठा{स्त्री;8;द्वि}/पृष्ठा{स्त्री;1;द्वि}/पृष्ठा{स्त्री;2;द्वि}	पृष्ठ{नपुं;7;एक}	अधिकरणम्,5.1	सुप्_समुच्चितः,3.1#अधिकरणम्,5.1	N7	पृष्ठ_में	पृष्ठ_में
3.1	निशासु	1.1	निशासु	निशा{स्त्री;7;बहु}	निशा{स्त्री;7;बहु}	कालाधिकरणम्,5.1	कालाधिकरणम्,5.1	N7	रातों_में	रातों_में
4.1	च	2.1	च	च{अव्य}	च{अव्य}	सम्बन्धः,3.1	सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1	NA	च2	च2
5.1	आसना	5.1	आसना	आसना{स्त्री;1;एक}/आसना{स्त्री;1;एक(आस्;ल्युट्;अदादिः)}	आसना{स्त्री;1;एक(आस्;ल्युट्;अदादिः)}	-	-	N1	आसना	आसना
6.1	.	6.1	.		-	-	-	FS		
