index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अति-	2.1	अति-कार्श्यम्	अति	अति	अव्ययीभावः,1.2	अव्ययीभावः,1.2	CP	अति-	अति-
1.2	कार्श्यम्	2.2	--	कार्श्य{नपुं;1;एक}/कार्श्य{नपुं;2;एक}/कार्श्य{पुं;2;एक}	कार्श्य{नपुं;1;एक}	समुच्चितः,10.4	विशेषणम्,4.2#कर्ता,6.1#सुप्_समुच्चितः,10.4	N1	दुर्बलता	दुर्बलता
2.1	भ्रमः	3.1	भ्रमः	भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)}/भ्रम{पुं;1;एक(भ्रम्2;घञ्;दिवादिः)}	भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)}	समुच्चितः,10.4	विशेषणम्,5.1#विशेषणम्,4.2#विशेषणम्,3.1#कर्ता,6.1#सुप्_समुच्चितः,10.4	N1	घूमना	घूमना
3.1	कासः	4.1	कासः	कास{पुं;1;एक}	कास{पुं;1;एक}	समुच्चितः,10.4	कर्ता,6.1#सुप्_समुच्चितः,10.4	N1	खाँसी	खाँसी
4.1	तृष्ण-	5.1	तृष्ण-आधिक्यम्	तृष्ण	तृष्ण	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	तृष्ण-	तृष्ण-
4.2	आधिक्यम्	5.2	--	आधिक्य{नपुं;1;एक}/आधिक्य{नपुं;2;एक}/आधिक्य{पुं;2;एक}	आधिक्य{नपुं;1;एक}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1	आधिक्य	आधिक्य
5.1	अरोचकः	6.1	अरोचकः	अरोचक{पुं;1;एक}	अरोचक{पुं;1;एक}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1	अरुचिकर	अरुचिकर
6.01	स्नेह-	7.01	स्नेह-	स्नेह-	स्नेह-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	स्नेह-	स्नेह-
6.02	अग्नि-	7.02	अग्नि-	अग्नि-	अग्नि-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	अग्नि-	अग्नि-
6.03	निद्रा-	7.03	निद्रा-	निद्रा-	निद्रा-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	निद्रा-	निद्रा-
6.04	दृक्-	7.04	दृक्-	दृक्-	दृक्{द्वि}	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	दृक्-	दृक्-
6.05	श्रोत्र-	7.05	श्रोत्र-	श्रोत्र-	श्रोत्र{द्वि}	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	श्रोत्र-	श्रोत्र-
6.06	शुक्र-	7.06	शुक्र-	शुक्र-	शुक्र-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	शुक्र-	शुक्र-
6.07	ओजः-	7.07	ओजः-	ओजः-	ओजः-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	औजः-	औजः-
6.08	क्षुत्-	7.08	क्षुत्-	क्षुत्-	क्षुत्-	इतरेतर-द्वन्द्वः,6.09	इतरेतर-द्वन्द्वः,6.09	CP	क्षुत्-	क्षुत्-
6.09	स्वर-	7.09	स्वर-	स्वर-	स्वर-	षष्ठी-तत्पुरुषः,6.1	षष्ठी-तत्पुरुषः,6.1	CP	स्वर-	स्वर-
6.1	क्षयः	7.1	क्षयः	क्षय{पुं;1;एक}	क्षय{पुं;1;एक}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1		
7.1	बस्ति-	8.1	बस्ति-	बस्ति-	बस्ति-	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.2	हृत्-	8.2	हृत्-	हृत्-	हृत्-	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.3	मूर्ध-	8.3	मूर्ध-	मूर्ध-	मूर्ध-	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.4	जङ्घा-	8.4	जङ्घा-	जङ्घा-	जङ्घा{द्वि}	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.5	ऊरु-	8.5	ऊरु-	ऊरु-	ऊरु{द्वि}	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.6	त्रिक-	8.6	त्रिक-	त्रिक-	त्रिक-	समाहार-द्वन्द्वः,7.7	समाहार-द्वन्द्वः,7.7	CP		
7.7	पार्श्व-	8.7	पार्श्व-	पार्श्व-	पार्श्व{द्वि}	षष्ठी-तत्पुरुषः,7.8	षष्ठी-तत्पुरुषः,7.8	CP		
7.8	रुजाः	8.8	रुजाः	रुजा{स्त्री;1;बहु}	रुजा{स्त्री;1;बहु}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1	थकावट	थकावट
8.1	ज्वरः	9.1	ज्वरः	ज्वर{पुं;1;एक}	ज्वर{पुं;1;एक}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1	ज्वर	ज्वर
9.1	प्रलाप-	10.1	प्रलाप-	प्रलाप-	प्रलाप-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.2	ऊर्ध्व-	10.2	ऊर्ध्व-	ऊर्ध्व-	ऊर्ध्व-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.3	अनिल-	10.3	अनिल-	अनिल-	अनिल-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.4	ग्लानि-	10.4	ग्लानि-	ग्लानि-	ग्लानि-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.5	शर्दि-	10.5	शर्दि-	शर्दि-	शर्दि-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.6	पर्व-	10.6	पर्व-	पर्व-	पर्व-	इतरेतर-द्वन्द्वः,9.8	इतरेतर-द्वन्द्वः,9.8	CP		
9.7	अस्थि-	10.7	अस्थि-	अस्थि-	अस्थि-	षष्ठी-तत्पुरुषः,9.8	षष्ठी-तत्पुरुषः,9.8	CP		
9.8	भेदनम्	10.8	भेदनम्	भेदन{नपुं;1;एक(भिद्1;ल्युट्;रुधादिः)}/भेदन{नपुं;2;एक(भिद्1;ल्युट्;रुधादिः)}	भेदन{नपुं;1;एक(भिद्1;ल्युट्;रुधादिः)}	समुच्चितः,10.4	सुप्_समुच्चितः,10.4	N1	भेद_करना	भेद_करना
10.1	वर्चस्-	11.1	वर्चस्-	वर्चस्	वर्चस्	इतरेतर-द्वन्द्वः,10.2	इतरेतर-द्वन्द्वः,10.2	CP	वर्चस्-	वर्चस्-
