index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विडङ्गम्	1.1	विडङ्गम्	विडङ्ग{पुं;2;एक}/विडङ्ग{नपुं;1;एक}/विडङ्ग{नपुं;2;एक}	विडङ्ग{नपुं;1;एक}	समुच्चितः,6.3	सुप्_समुच्चितः,6.3#कर्म,8.1	N1		
2.1	नागरम्	2.1	नागरम्	नागर{पुं;2;एक}/नागर{नपुं;1;एक}/नागर{नपुं;2;एक}	नागर{नपुं;1;एक}	समुच्चितः,6.3	सुप्_समुच्चितः,6.3#कर्म,8.1	N1		
3.1	क्षारः	3.1	क्षारः	क्षार{पुं;1;एक}	क्षार{पुं;1;एक}	समुच्चितः,6.3	सुप्_समुच्चितः,6.3#कर्म,8.1	N1		
4.1	काल-	4.1	काल-लोह-रजः	काल	काल	कर्मधारयः,4.2	कर्मधारयः,4.2	CP	काल-	काल-
4.2	लोह-	4.2	--	लोह	लोह	षष्ठी-तत्पुरुषः,4.3	षष्ठी-तत्पुरुषः,4.3	CP	लोह-	लोह-
4.3	रजः	4.3	--	रजस्{नपुं;1;एक}/रजस्{नपुं;2;एक}/रजस्{पुं;8;एक}/रजस्{नपुं;8;एक}	रजस्{नपुं;1;एक}	समुच्चितः,6.3	विशेषणम्,5.1#सुप्_समुच्चितः,6.3#कर्म,8.1	N1	रज_गुण	रज_गुण
5.1	मधु	5.1	मधु	मधु{नपुं;1;एक}/मधु{नपुं;2;एक}/मधु{नपुं;8;एक}	मधु{नपुं;1;एक}	समुच्चितः,6.3	सुप्_समुच्चितः,6.3#कर्म,8.1	N1	मधु	मधु
6.1	यव-	6.1	यव-आमलक-चूर्णम्	यव	यव	इतरेतर-द्वन्द्वः,6.2	इतरेतर-द्वन्द्वः,6.2	CP	यव-	यव-
6.2	आमलक-	6.2	--	आमलक	आमलक	षष्ठी-तत्पुरुषः,6.3	षष्ठी-तत्पुरुषः,6.3	CP	आमलक-	आमलक-
6.3	चूर्णम्	6.3	--	चूर्ण{पुं;2;एक}/चूर्ण{नपुं;1;एक}/चूर्ण{नपुं;2;एक}	चूर्ण{नपुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N1		
7.1	च	7.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.3	सुप्_समुच्चय_द्योतकः,6.3	NA	और	और
8.1	योगः	8.1	योगः	योग{पुं;1;एक}	योग{पुं;1;एक}	कर्ता,10.1	कर्ता_बे_वेर्ब्स्,10.1	N1	योग	योग
9.1	अति-	9.1	अति-स्थौल्य-दोष-जित्	अति	अति	प्रादि-तत्पुरुषः,9.2	प्रादि-तत्पुरुषः,9.2	CP	अति-	अति-
9.2	स्थौल्य-	9.2	--	स्थौल्य	स्थौल्य	कर्मधारयः,9.3	कर्मधारयः,9.3	CP	स्थौल्य-	स्थौल्य-
9.3	दोष-	9.3	--	दोष}/दोषन्	दोष	उपपद-तत्पुरुषः,9.4	उपपद-तत्पुरुषः,9.4	CP	दोष-	दोष-
9.4	जित्	9.4	--	जित्{पुं;1;एक}/जित्{पुं;8;एक}	जित्{पुं;1;एक}	विधेय_विशेषणम्,8.1	विधेय_विशेषणम्,8.1	N1	जित्	जित्
10.1	(भवति)	10.1	भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1	-	KP	होता_है	होता_है
11.1	.	11.1	.	-	-	-	-	FS	-	-
