index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अ-	1.1	अ-चिन्तया	अ	अ	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	CP		
1.2	चिन्तया	1.2	--	चिन्तया	चिन्तया	समुच्चितः,4.1	समुच्चितः,4.1	N3		
2.1	हर्षणेन	2.1	हर्षणेन	हर्षण{पुं;3;एक}	हर्षण{पुं;3;एक}	समुच्चितः,4.1	सुप्_समुच्चितः,4.1#करणम्,11.1#हेतुः,11.1	N3		
3.1	ध्रुवम्	10.1	ध्रुवम्	ध्रुव{पुं;2;एक}/ध्रुव{नपुं;1;एक}/ध्रुव{नपुं;2;एक}	ध्रुव{नपुं;1;एक}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	N1	निश्चित्_को	निश्चित्_को
4.1	सन्तर्पणेन	3.1	सन्तर्पणेन	सन्तर्पण{पुं;3;एक}/सन्तर्पण{नपुं;3;एक}	सन्तर्पण{पुं;3;एक}	हेतुः,11.1	करणम्,11.1#हेतुः,11.1	N3	मिष्टान्न_से	मिष्टान्न_से
5.1	च	4.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	च2	च2
6.1	स्वप्न-	5.1	स्वप्न-प्रसङ्गात्	स्वप्न	स्वप्न	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	स्वप्न-	स्वप्न-
6.2	प्रसङ्गात्	5.2	--	प्रसङ्ग{पुं;5;एक}/प्रसङ्ग{नपुं;5;एक}	प्रसङ्ग{पुं;5;एक}	हेतुः,11.1	हेतुः5,11.1	N5	अवसर_से	अवसर_से
7.1	च	6.1	च	च{अव्य}	च{अव्य}	सम्बन्धः,6.2	सम्बन्धः,6.2	NA	च1	च1
8.1	कृशः	7.1	कृशः	कृश{पुं;1;एक}	कृश{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	दुर्बल	दुर्बल
9.1	वराहः	8.1	वराहः	वराह{पुं;1;एक}	वराह{पुं;1;एक}	उपमानम्,8.1	उपमानम्,8.1	N1		
10.1	इव	9.1	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,9.1	उपमान_द्योतकः,9.1	NA	जैसे	जैसे
11.1	पुष्यति	11.1	पुष्यति	पुष्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः}	पुष्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP	पालन_करता_है	पालन_करता_है
12.1	.	12.1	.	-	-	-	-	FS	-	-
