index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	उष्ण-		उष्ण-शीत-गुण-उत्कर्षात्	उष्ण	उष्ण	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	उष्ण-	उष्ण-
1.2	शीत-		--	शीत	शीत	कर्मधारयः,1.3	कर्मधारयः,1.3	CP	शीत-	शीत-
1.3	गुण-		--	गुण	गुण	षष्ठी-तत्पुरुषः,1.4	षष्ठी-तत्पुरुषः,1.4	CP	गुण-	गुण-
1.4	उत्कर्षात्		--	उत्कर्ष{पुं;5;एक(उत्_कृष्2;घञ्;तुदादिः)}/उत्कर्ष{नपुं;5;एक}	उत्कर्ष{पुं;5;एक(उत्_कृष्2;घञ्;तुदादिः)}	हेतुः,5.1	हेतुः5,5.1	N5	उन्नति_से	उन्नति_से
2.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,5.1	देशाधिकरणम्,5.1	NA	वहाँ	वहाँ
3.1	वीर्यम्		वीर्यम्	वीर्य{नपुं;1;एक}/वीर्य{नपुं;2;एक}	वीर्य{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	शूरवीरता	शूरवीरता
4.1	द्विधा		द्विधा	द्वि{अव्य;धा}	द्वि{अव्य;धा}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	द्वि_धा	द्वि_धा
5.1	स्मृतम्		स्मृतम्	स्मृत{पुं;2;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;1;एक(स्मृ1;क्त;भ्वादिः)}/स्मृत{नपुं;2;एक(स्मृ1;क्त;भ्वादिः)}	स्मृत{नपुं;1;एक(स्मृ1;क्त;भ्वादिः)}	-	-	N1	याद_कर_को	याद_कर_को
6.1	.		.	-	-	-	-	FS	-	-
