index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कुक्षौ		कुक्षौ-आध्मानम्-आटोपम्	कुक्षौ{पुं;7;एक}	कुक्षौ{पुं;7;एक}	अधिकरणम्,4.1	अधिकरणम्,4.1	N7	कुक्षौ-	कुक्षौ-
1.2	आध्मानम्		-	आध्मान{पुं;2;एक}/आध्मान{नपुं;2;एक}/आध्मान{नपुं;1;एक}	आध्मान{पुं;2;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N2	आध्मानम्-	आध्मानम्-
1.3	आटोपम्		-	आटोप{पुं;2;एक}/आटोप{नपुं;1;एक}/आटोप{नपुं;2;एक}	आटोप{पुं;2;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N2	घमंड_को	घमंड_को
2.1	गौरवम्		गौरवम्	गौरव{नपुं;1;एक}/गौरव{नपुं;2;एक}	गौरव{नपुं;2;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N2	गौरव	गौरव
3.1	वेदनाम्		वेदनाम्	वेदना{स्त्री;2;एक}	वेदना{स्त्री;2;एक}	कर्म,4.1	कर्म,4.1	N2	दुःख_को	दुःख_को
3.2	शकृत्		शकृत्	शकृत्{पुं;1;एक}	शकृत्{पुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1		
4.1	(कूर्यात्)		(कूर्यात्)	कृ3{कर्तरि;लिङ्;प्र;एक;परस्मापदी;तनादिः}	कृ3{कर्तरि;लिङ्;प्र;एक;परस्मापदी;तनादिः}	अभिहित_कर्ता,3.2	अभिहित_कर्ता,3.2	KP		
5.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	समुच्चय_द्योतकः,3.1	NA		
6.1	(वृद्धः)		(वृद्धः)	वृद्ध{पुं;2;एक}	वृद्ध{पुं;2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N1		
