index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शीते	1.1	शीते	शीता{स्त्री;8;एक}/शीत{पुं;7;एक}/शीत{नपुं;7;एक}	शीत{पुं;7;एक}	समुच्चितः,2.1	समुच्चितः,2.1	N7	शीत_में	शीत_में
2.1	वर्षासु	2.1	वर्षासु	वर्षा{स्त्री;7;बहु}	वर्षा{स्त्री;7;बहु}	अधिकरणम्,7.1	अधिकरणम्,7.1;अधिकरणम्,11.1	N7	वर्षा_में	वर्षा_में
3.1	च	3.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	सुप्_समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	च2	च2
4.1	आद्यान्	4.1	आद्यान्	आद्य{पुं;2;बहु}	आद्य{पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,10.1#विशेषणम्,6.1#विशेषणम्,5.1#कर्म,11.1#कर्म,7.1	N2	प्रथम	प्रथम
5.1	त्रीन्	5.1	त्रीन्	त्रि{संख्येयम्;पुं;2;बहु}	त्रि{संख्येयम्;पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,10.1#विशेषणम्,6.1#कर्म,11.1#कर्म,7.1	N2	तीन	तीन
6.1	(रसान्)	6.1	(रसान्)	रस{पुं;2;बहु}	रस{पुं;2;बहु}	कर्म,7.1	कर्म,11.1#कर्म,7.1	N2	रस	रस
7.1	(भजेत्)	7.1	(भजेत्)	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	भजे	भजे
8.1	वसन्ते	8.1	वसन्ते	वसन्त{पुं;7;एक}	वसन्त{पुं;7;एक}	अधिकरणम्,11.1	अधिकरणम्,11.1	N7	वसन्त_में	वसन्त_में
9.1	अन्त्यान्	9.1	अन्त्यान्	अन्त्य{पुं;2;बहु}	अन्त्य{पुं;2;बहु}	विशेषणम्,10.1	विशेषणम्,10.1	N2		
10.1	रसान्	10.1	रसान्	रस{पुं;2;बहु}	रस{पुं;2;बहु}	कर्म,11.1	कर्म,11.1	N2	रस	रस
11.1	भजेत्	11.1	भजेत्	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	भजे	भजे
12.1	.	12.1	.	-	-	-	-	FS		
