index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अङ्गार-	1.1	अङ्गार-ताप-सन्तप्त-गर्भ-भू-वेश्म-चारिणः	अङ्गार	अङ्गार	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	अङ्गार-	अङ्गार-
1.2	ताप-	1.2	--	ताप	ताप	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP	ताप-	ताप-
1.3	सन्तप्त-	1.3	--	सन्तप्त	सन्तप्त	कर्मधारयः,1.6	कर्मधारयः,1.6	CP	सन्तप्त-	सन्तप्त-
1.4	गर्भ-	1.4	--	गर्भ	गर्भ	इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	CP	गर्भ-	गर्भ-
1.5	भू-	1.5	--	भू	भू	तृतीया-तत्पुरुषः,1.6	तृतीया-तत्पुरुषः,1.6	CP	भू-	भू-
1.6	वेश्म-	1.6	--	वेश्म-	वेश्म-	उपपद-तत्पुरुषः,1.7	उपपद-तत्पुरुषः,1.7	CP	-	-
1.7	चारिणः	1.7	अङ्गार-ताप-सन्तप्त-गर्भ-भू-वेश्मचारिणः	चारिन्{पुं;6;एक}	चारिन्{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6		
2.1	शीत-	2.1	शीत-पारुष्य-जनितः	शीत	शीत	इतरेतर-द्वन्द्वः,2.2	इतरेतर-द्वन्द्वः,2.2	CP	शीत-	शीत-
2.2	पारुष्य-	2.2	--	पारुष्य	पारुष्य	पञ्चमी-तत्पुरुषः,2.3	पञ्चमी-तत्पुरुषः,2.3	CP	पारुष्य-	पारुष्य-
2.3	जनितः	2.3	--	जनि{अव्य;तसिल्}/जनित{पुं;1;एक}/जनितृ{पुं;8;एक}/जनितृ{नपुं;8;एक}/जनितृ{नपुं;1;एक}/जनितृ{नपुं;2;एक}/जनितृ{स्त्री;8;एक}	जनित{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1#कर्ता,6.1#अपादानम्,6.1	N1	जिसे_जन्म_दिया_गया_है	जिसे_जन्म_दिया_गया_है
3.1	न	4.1	न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं	नहीं
4.1	दोषः	3.1	दोषः	दोस्{पुं;1;बहु}/दोस्{पुं;2;बहु}/दोस्{पुं;5;एक}/दोस्{पुं;6;एक}/दोष{पुं;1;एक}/दोषस्{नपुं;1;एक}/दोषस्{नपुं;2;एक}/दोषस्{नपुं;8;एक}	दोष{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1#षष्ठीसम्बन्धः,2.3#हेतुः5,6.1#अपादानम्,6.1	N1	भुजा_से	भुजा_से
5.1	जातु	5.1	जातु	जातु{अव्य}	जातु{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	अनुमति_न_देना	अनुमति_न_देना
6.1	जायते	6.1	जायते	जन्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	जन्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	उत्पन्न_होता_है	उत्पन्न_होता_है
7.1	.	7.1	-	-	-	-	-	FS		
