index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	मेघ-	3.1	मेघ-वृष्टि-अनिलैः	मेघ	मेघ	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	मेघ-	मेघ-
1.2	वृष्टि-	3.2	--	वृष्टि	वृष्टि	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	वृष्ठि-	वृष्ठि-
1.3	अनिलैः	3.3	--	अनिल{पुं;3;बहु}/अनिल{नपुं;3;बहु}	अनिल{पुं;3;बहु}	करणम्,11.1	विशेषणम्,2.1#करणम्,11.1	N3	वायु	वायु
2.1	शीतैः	2.1	शीतैः	शीत{पुं;3;बहु}/शीत{नपुं;3;बहु}	शीत{पुं;3;बहु}	विशेषणम्,1.3	विशेषणम्,1.3	N3	शीत_से	शीत_से
3.1	शान्त-	4.1	शान्त-तापे	शान्त	शान्त	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	शान्त-	शान्त-
3.2	तापे	4.2	--	ताप{पुं;7;एक}/ताप{नपुं;8;द्वि}/ताप{नपुं;1;द्वि}/ताप{नपुं;2;द्वि}/ताप{नपुं;7;एक}/तापि{नपुं;8;एक}/तापि{नपुं;1;एक}/तापि{नपुं;2;एक}/तापा{स्त्री;8;एक}/तापा{स्त्री;8;द्वि}/तापा{स्त्री;1;द्वि}/तापा{स्त्री;2;द्वि}	ताप{पुं;7;एक}	विशेषणम्,4.2	समुच्चितः,4.2#विशेषणम्,4.2	N7	गर्मी	गर्मी
4.1	मही-	5.1	मही-तले	मही	मही	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	मही-	मही-
4.2	तले	5.2	--	तल{नपुं;1;द्वि}/तल{नपुं;2;द्वि}/तल{नपुं;8;द्वि}/तल{पुं;7;एक}/तल{नपुं;7;एक}/तला{स्त्री;8;एक}/तला{स्त्री;8;द्वि}/तला{स्त्री;1;द्वि}/तला{स्त्री;2;द्वि}	तल{नपुं;7;द्वि}	अधिकरणम्,11.1	अधिकरणम्,11.1	N7	बाहुओं_के	बाहुओं_के
5.1	स्निग्धाः	6.1		स्निग्ध{पुं;1;बहु}/स्निग्धा{स्त्री;1;बहु}/स्निग्धा{स्त्री;2;बहु}/स्निग्धा{स्त्री;8;बहु}/स्निग्ध{पुं;1;बहु(ष्निह्1;क्त;दिवादिः)}	स्निग्ध{पुं;1;बहु(ष्निह्1;क्त;दिवादिः)}	विशेषणम्,10.1	विशेषणम्,10.1	N1		
6.1	च	7.1	च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA		
7.1	इह	1.1	इह	इह{अव्य}	इह{अव्य}	अधिकरणम्,11.1	अधिकरणम्,11.1	NA		
8.1	अम्ल-	8.1	अम्ल-लवण-मधुराः	अम्ल	अम्ल	इतरेतर-द्वन्द्वः,8.3	इतरेतर-द्वन्द्वः,8.3	CP	अम्ल-	अम्ल-
8.2	लवण-	8.2	--	लवण	लवण	इतरेतर-द्वन्द्वः,8.3	इतरेतर-द्वन्द्वः,8.3	CP	लवण-	लवण-
8.3	मधुराः	8.3	--	मधुर{पुं;1;बहु}/मधुरा{स्त्री;1;बहु}/मधुरा{स्त्री;2;बहु}/मधुर{पुं;8;बहु}/मधुरा{स्त्री;8;बहु}	मधुर{पुं;1;बहु}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,9.1#कर्ता_बे_वेर्ब्स्,11.1	N1	मधुर	मधुर
9.1	बलिनः	9.1	बलिनः	बलिन्{पुं;1;बहु}/बलिन्{पुं;2;बहु}/बलिन्{पुं;5;एक}/बलिन्{पुं;6;एक}/बलिन्{पुं;8;बहु}	बलिन्{पुं;1;बहु}	विधेय_विशेषणम्,10.1	विशेषणम्,10.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.3#हेतुः5,11.1#विधेय_विशेषणम्,8.3#कर्ता_बे_वेर्ब्स्,11.1#विधेय_विशेषणम्,10.1	N1	भैंसे	भैंसे
9.1	रसाः	9.1	रसाः	रस{पुं;1;बहु}/रसा{स्त्री;1;बहु}/रसा{स्त्री;2;बहु}/रस{पुं;8;बहु}/रसा{स्त्री;8;बहु}	रस{पुं;1;बहु}	कर्ता,11.1	कर्ता_बे_वेर्ब्स्,11.1	N1	रस	रस
11.1	(भवन्ति)	11.1	(भवन्ति)	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,10.1		KP	होते_हैं	होते_हैं
12.1	.	12.1	.	-	-	-	-	FS		
