index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	कफ-		कफ-उद्रेके	कफ	कफ	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	कफ-	कफ-
1.2	उद्रेके		--	उद्रेक{पुं;7;एक}/उद्रेक{नपुं;8;द्वि}/उद्रेक{नपुं;1;द्वि}/उद्रेक{नपुं;2;द्वि}/उद्रेक{नपुं;7;एक}/उद्रेका{स्त्री;8;एक}/उद्रेका{स्त्री;8;द्वि}/उद्रेका{स्त्री;1;द्वि}/उद्रेका{स्त्री;2;द्वि}	उद्रेक{पुं;7;एक}	विशेषणम्,2.1	कर्म,7.1#विशेषणम्,2.1#विशेषणम्,9.1#अधिकरणम्,13.1#अधिकरणम्,11.1#अधिकरणम्,10.1#अधिकरणम्,7.1#विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,8.2	N7		
2.1	गदे		गदे	गदा{स्त्री;8;एक}/गद{पुं;7;एक}/गद{नपुं;7;एक}	गद{पुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,13.1#अधिकरणम्,11.1#अधिकरणम्,10.1#अधिकरणम्,7.1	N7	गदा	गदा
3.1	अ-		अ-अन्नम्	अ	अ	नञ्-तत्पुरुषः,3.2	नञ्-तत्पुरुषः,3.2	CP	अ-	अ-
3.2	अन्नम्		--	अन्न{नपुं;1;एक}/अन्न{नपुं;2;एक}/अन्न{पुं;2;एक}	अन्न{नपुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1#कर्म,7.1	N1	अन्न	अन्न
4.1	बलिनः		बलिनः	बलिन्{पुं;1;बहु}/बलिन्{पुं;2;बहु}/बलिन्{पुं;5;एक}/बलिन्{पुं;6;एक}/बलिन्{पुं;8;बहु}	बलिन्{पुं;1;बहु}	समुच्चितः,5.2	समुच्चितः,5.2#कर्ता,10.1#कर्म,11.1#कर्म,10.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,2.1#हेतुः5,13.1#हेतुः5,11.1#हेतुः5,10.1#हेतुः5,7.1#कर्म,7.1	N1	भैंसे	भैंसे
5.1	रोग-		रोग-रोगिणोः	रोग	रोग	इतरेतर-द्वन्द्वः,5.2	इतरेतर-द्वन्द्वः,5.2	CP	रोग-	रोग-
5.2	रोगिणोः		--	रोगिन्{पुं;6;द्वि}/रोगिन्{पुं;7;द्वि}	रोगिन्{पुं;6;द्वि}	षष्ठीसम्बन्धः,6.1	अधिकरणम्,13.1#अधिकरणम्,11.1#अधिकरणम्,10.1#अधिकरणम्,7.1#कर्ता,11.1#कर्ता,10.1#कर्म,11.1#कर्म,10.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,2.1	N6	रोगियों_का	रोगियों_का
6.1	औषधम्		औषधम्	औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक}	औषध{पुं;2;एक}	कर्म,13.1;कर्म,7.1	कर्म,13.1;कर्म,7.1	N2	औषधि_को	औषधि_को
7.1	इष्यते		इष्यते	इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/इष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/इष्4{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}/इष्यत्{पुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}/इष्यत्{नपुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}	इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	-	-	KP	जाया_जाता_है	जाया_जाता_है
8.1	अन्न-		अन्न-आदौ	अन्न	अन्न	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	अन्न-	अन्न-
8.2	आदौ		--	आदि{पुं;7;एक}/आदि{स्त्री;7;एक}	आदि{पुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7	पहेले_में	पहेले_में
9.1	विगुणे		विगुणे	विगुण{पुं;7;एक}/विगुण{नपुं;7;एक}	विगुण{पुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7	गुणों_से_शून्य_में	गुणों_से_शून्य_में
10.1	अपाने		अपाने	अप_अन्1{भावे;लिट्;प्र;एक;आत्मनेपदी;अदादिः}/अप_अन्1{भावे{लिट्;उ;एक;आत्मनेपदी;अदादिः}/अपान{पुं;7;एक(अप_अन्1;घञ्;अदादिः)}	अपान{पुं;7;एक(अप_अन्1;घञ्;अदादिः)	समुच्चितः,12.1	समुच्चितः,12.1	N7		
11.1	समाने		समाने	सम्_अन्1{भावे;लिट्;प्र;एक;आत्मनेपदी;अदादिः}/सम्_अन्1{भावे{लिट्;उ;एक;आत्मनेपदी;अदादिः}/समान{पुं;7;एक}/समान{पुं;7;एक(सम्_अन्1;घञ्;अदादिः)}	समान{पुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7		
12.1	मध्ये		मध्ये	मध्य{पुं;7;एक}	मध्य{पुं;7;एक}	देशाधिकरणम्,13.1	देशाधिकरणम्,13.1	N7	मध्य_में	मध्य_में
13.1	इष्यते		इष्यते	इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/इष्2{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}/इष्4{कर्मणि;लट्;प्र;एक;आत्मनेपदी;क्र्यादिः}/इष्यत्{पुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}/इष्यत्{नपुं;4;एक(इष्1;शतृ_लट्;दिवादिः)}	इष्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	-	-	KP	जाया_जाता_है	जाया_जाता_है
14.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.2	समुच्चय_द्योतकः,5.2	NA	-	-
15.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA		
										
