index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शुद्धः		शुद्धः	शुद्ध{पुं;1;एक}	शुद्ध{पुं;1;एक}	कर्ता,4.1	विधेय_विशेषणम्,3.1#विशेषणम्,6.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1#कर्ता_बे_वेर्ब्स्,4.1	N1	शुद्ध	शुद्ध
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	(सः)		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विधेय_विशेषणम्,1.1	विशेषणम्,6.1#विशेषणम्,1.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1#कर्ता_बे_वेर्ब्स्,4.1#विधेय_विशेषणम्,1.1	N1	वह	वह
4.1	(भवति)		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,3.1	-	KP	होता_है	होता_है
5.1	शमयेत्		शमयेत्	शम्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}	शम्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,6.1	-	KP	दिखाये	दिखाये
6.1	यः		यः	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	प्रयोजककर्ता,5.1;प्रयोजककर्ता,8.1;नित्य_सम्बन्धः1,3.1	विधेय_विशेषणम्,3.1#विशेषणम्,1.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1#नित्य_सम्बन्धः1,3.1#कर्ता_बे_वेर्ब्स्,4.1	N1	जो	जो
7.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	नहीं
8.1	कोपयेत्		कोपयेत्	कुप्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}	कुप्1{णिच्;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;दिवादिः}		-	KP	क्रोध_कराये	क्रोध_कराये
9.1	.		.	-	-	-	-	FS	-	-
