index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	दोषाः		दोषाः	दोष{पुं;1;बहु}/दोषा{स्त्री;1;बहु}/दोषा{स्त्री;2;बहु}/दोष{पुं;8;बहु}/दोषा{स्त्री;8;बहु}	दोष{पुं;1;बहु}	प्रयोजककर्ता,5.1	प्रयोज्यकर्ता,8.1#प्रयोज्यकर्ता,5.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1#कर्ता,2.1	N1	दोष	दोष
2.1	दुष्टाः		दुष्टाः	दुष्ट{पुं;1;बहु(दुष्1;क्त;दिवादिः)}/दुष्टा{स्त्री;1;बहु(दुष्1;क्त;दिवादिः)}/दुष्टा{स्त्री;2;बहु(दुष्1;क्त;दिवादिः)}	दुष्ट{पुं;1;बहु(दुष्1;क्त;दिवादिः)}	विशेषणम्,1.1	विशेषणम्,1.1#प्रयोज्यकर्ता,8.1#प्रयोज्यकर्ता,5.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1#विशेषणम्,6.1	N1	दुःखित_होना_या_किये_हुए	दुःखित_होना_या_किये_हुए
3.1	रसैः		रसैः	रस{पुं;3;बहु}	रस{पुं;3;बहु}	करणम्,2.1	हेतुः,8.1#हेतुः,5.1#हेतुः,2.1#करणम्,2.1	N3	रस_से	रस_से
4.1	धातून्		धातून्	धातु{पुं;2;बहु}	धातु{पुं;2;बहु}	कर्म,5.1	प्रयोज्यकर्ता,8.1#प्रयोज्यकर्ता,5.1#कर्म,5.1	N2	धातुओं_को	धातुओं_को
5.1	दूषयन्ति		दूषयन्ति	दुष्1{णिजन्त;कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}	दुष्1{णिजन्त;कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,1.1	-	KP	दुःखित_होना_या_कराते_हैं	दुःखित_होना_या_कराते_हैं
6.1	उभये		उभये	उभय{सर्वनाम;पुं;1;बहु}/उभय{पुं;7;एक}/उभय{नपुं;7;एक}	उभय{सर्वनाम;पुं;1;बहु}	प्रयोजककर्ता,8.1	अधिकरणम्,8.1#अधिकरणम्,5.1#अधिकरणम्,2.1#प्रयोजककर्ता,8.1#प्रयोजककर्ता,5.1	N1	दोनो	दोनो
7.1	मलान्		मलान्	मल{पुं;2;बहु}	मल{पुं;2;बहु}	कर्म,8.1	प्रयोज्यकर्ता,8.1#प्रयोज्यकर्ता,5.1,#कर्म,8.1	N2	मल_को	मल_को
8.1	(दूषयन्ति)		(दूषयन्ति)	दुष्1{णिजन्त;कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}	दुष्1{णिजन्त;कर्तरि;लट्;प्र;बहु;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,6.1	-	KP	दुःखित_होना_या_कराते_हैं	दुःखित_होना_या_कराते_हैं
9.1	.		.	-	-	-	-	FS	-	-
