index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विकारान्		विकारान्	विकार{पुं;2;बहु}/विकार{पुं;2;बहु(वि_कॄ1;घञ्;तुदादिः)}/विकार{पुं;2;बहु(वि_कृ3;घञ्;तनादिः)}/विकार{पुं;2;बहु(वि_कृ2;घञ्;स्वादिः)}	विकार{पुं;2;बहु}	कर्म,2.1	विशेषणम्,8.2#कर्म,5.1#कर्म,2.1	N2	दोष	दोष
2.1	साधयेत्		साधयेत्	षिद्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	षिद्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
3.1	शीघ्रम्		शीघ्रम्	शीघ्रम्{अव्य}	शीघ्रम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	शीघ्र	शीघ्र
4.1	क्रमात्		क्रमात्	क्रम{पुं;5;एक}	क्रम{पुं;5;एक}	हेतुः,2.1	हेतुः5,12.1#हेतुः5,5.1#अपादानम्,12.1#हेतुः,2.1	N5	क्रम_से	क्रम_से
5.1	लङ्घन-		लङ्घन-बृंहणैः	लङ्घन(लघ्1;ल्युट्;भ्वादिः)}/लङ्घन(लघ्2{ल्युट्;भ्वादिः)	लङ्घन(लघ्1;ल्युट्;भ्वादिः)	इतरेतर-द्वन्द्वः,5.2	इतरेतर-द्वन्द्वः,5.2	CP		
5.2	बृंहणैः		--	बृंहण{नपुं;3;बहु}/बृंहण{पुं;3;बहु}	बृंहण{नपुं;3;बहु}	हेतुः,2.1	विशेषणम्,10.1#हेतुः,12.1#हेतुः,2.1	N3	चिघांडने_का_शब्द	चिघांडने_का_शब्द
6.1	वायोः		वायोः	वायु{पुं;5;एक}/वायु{पुं;6;एक}	वायु{पुं;6;एक}	षष्ठीसम्बन्धः,8.2	षष्ठीसम्बन्धः,8.2	N6	हवा_से	हवा_से
7.1	अन्यत्र		अन्यत्र	अन्यत्र{अव्य}	अन्यत्र{अव्य}	देशाधिकरणम्,2.1	देशाधिकरणम्,2.1	NA	अन्यत्र	अन्यत्र
8.1	तत्-		तत्-जान्	तत्	तत्	कर्मधारयः,8.2	कर्मधारयः,8.2	CP	तत्-	तत्-
8.2	जान्		--	ज{पुं;2;बहु}	ज{पुं;2;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N2	उत्पन्न_को	उत्पन्न_को
9.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,8.2	सम्बन्धः,8.2#सम्बन्धः,8.1	NA	तो	तो
10.1	तैः		तैः	तद्{सर्वनाम;पुं;3;बहु}/तद्{सर्वनाम;नपुं;3;बहु}	तद्{सर्वनाम;नपुं;3;बहु}	विशेषणम्,12.2	विशेषणम्,12.2	N3	उनसे	उनसे
11.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ही	ही
12.1	उत्क्रम-		उत्क्रम-योजितैः	उत्क्रम(उत्_क्रम्1;घञ्;भ्वादिः)	उत्क्रम(उत्_क्रम्1;घञ्;भ्वादिः)	तृतीया-तत्पुरुषः,12.2	तृतीया-तत्पुरुषः,12.2	CP		
12.2	योजितैः		--	-	-	विशेषणम्,5.2	विशेषणम्,5.2	N3	-	-
