index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यत्	1.1	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	प्रयोजककर्ता,2.1;नित्य_सम्बन्धः,8.1	प्रयोजककर्ता,2.1	N1	जो	जो
2.1	ईरयेत्	4.1	ईरयेत्	ईर्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः}	ईर्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP		
3.1	बहिः	3.1	बहिः	बहिः{अव्य}	बहिः{अव्य}	देशाधिकरणम्,2.1	देशाधिकरणम्_उप,6.1#देशाधिकरणम्,6.1#देशाधिकरणम्,2.1	NA	बाहर	बाहर
4.1	दोषान्	2.1	दोषान्	दोष{पुं;2;बहु}	दोष{पुं;2;बहु}	कर्म,2.1	सुप्_समुच्चितः,6.1#कर्म,2.1	N2	दोषों_को	दोषों_को
5.1	पञ्चधा	10.1	पञ्चधा	पञ्चन्{अव्य;धा}	पञ्चन्{अव्य;धा}	क्रियाविशेषणम्,6.1	विशेषणम्,6.1#क्रियाविशेषणम्,9.1#क्रियाविशेषणम्,6.1	NA	पञ्चन्_धा	पञ्चन्_धा
6.1	शोधनम्	11.1	शोधनं	शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}/शोधन{नपुं;2;एक(शुध्1;ल्युट्;दिवादिः)}	शोधन{नपुं;1;एक(शुध्1;ल्युट्;दिवादिः)}	विधेय_विशेषणम्,8.1	कर्म,2.1#प्रयोजककर्ता,2.1#कर्ता,9.1#विधेय_विशेषणम्,8.1	N1	शुद्ध_करने_वाला	शुद्ध_करने_वाला
7.1	च	12.1	च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	और	और
8.1	तत्	5.1	तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,9.1	विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,9.1	N1	उसको	उसको
9.1	(भवति)	13.1	(भवति)	भू{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः}	भू{कर्तरि;लट्;प्र;एक;परस्मैपद;भ्वादिः}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP		
10.1	निरूहः	6.1	निरूहः	निरूह{पुं;1;एक}	निरूह{पुं;1;एक}	घटकः,5.1	घटकः,5.1	N1		
11.1	वमनम्	7.1	वमनं	वमन{नपुं;1;एक(वम्1;ल्युट्;भ्वादिः)}/वमन{नपुं;2;एक(वम्1;ल्युट्;भ्वादिः)}	वमन{नपुं;1;एक(वम्1;ल्युट्;भ्वादिः)}	घटकः,5.1	घटकः,5.1	N1	उल्टी	उल्टी
12.1	काय-	8.1	काय-शिरः-रेकः	काय	काय	इतरेतर-द्वन्द्वः,12.2	इतरेतर-द्वन्द्वः,12.2	CP	काय-	काय-
12.2	शिरः-	8.2	--	शिरः	शिरः	षष्ठी-तत्पुरुषः,12.3	षष्ठी-तत्पुरुषः,12.3	CP	शिर	शिर
12.3	रेकः	8.3	--	रेक{पुं;1;एक}	रेक{पुं;1;एक}	घटकः,5.1	घटकः,5.1	N1		
13.1	अस्र-	9.1	अस्र-विस्रुतिः	अस्र	अस्र	इतरेतर-द्वन्द्वः,13.2	इतरेतर-द्वन्द्वः,13.2	CP	अस्र-	अस्र-
13.2	विस्रुतिः	9.2	--	विस्रुति{स्त्री;1;एक}/विस्रुति{पुं;1;एक}	विस्रुति{स्त्री;1;एक}	घटकः,5.1	घटकः,5.1	N1	विस्रुति	विस्रुति
14.1	.	14.1	.	-	-	-	-	FS	-	-
