index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अ-	1.1	अ-पाद-चारी	अ-	अ-	नञ्-तत्पुरुषः,1.3	नञ्-तत्पुरुषः,1.3	CP		
1.2	पाद-	1.2	--	पाद-	पाद-	उपपद-तत्पुरुषः,1.3	उपपद-तत्पुरुषः,1.3	CP		
1.3	चारी	1.3	--	चारी{पुं;1;एक}	चारी{पुं;1;एक}	विशेषणम्,4.2	विशेषणम्,2.1#विशेषणम्,4.2	N1		
2.1	सुरभिः	2.1	सुरभिः	सुरभि{पुं;1;एक}	सुरभि{पुं;1;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N1	सुगंध	सुगंध
3.1	सततम्	3.1	सततम्	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सततम्{अव्य}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,4.1#क्रियाविशेषणम्,6.1	NA	लगातार	लगातार
4.1	धूपित-	4.1	धूपित-अम्बरः	धूपित(धूप्;क्त;भ्वादिः)	धूपित-	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP		
4.2	अम्बरः	4.2	--	अम्बर{पुं;1;एक}	अम्बर{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1		
5.1	हर्म्य-	6.1	हर्म्य-पृष्ठे	हर्म्य-	हर्म्य-	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP		
5.2	पृष्ठे	6.2	--	पृष्ठ{पुं;7;एक}	पृष्ठ{पुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7		
6.1	वसेत्	7.1	वसेत्	वस्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	वस्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1	-	KP	रहे	रहे
7.1	बाष्प-	5.1	बाष्प-शीत-शीकर-वर्जिते	बाष्प-	बाष्प-	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	CP		
7.2	शीत-	5.2	--	शीत-	शीत-	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	CP		
7.3	शीकर-	5.3	--	शाकर-	शाकर-	तृतीया-तत्पुरुषः,7.4	तृतीया-तत्पुरुषः,7.4	CP		
7.4	वर्जिते	5.4	--	वर्जित{नपुं;7;एक}	वर्जित{नपुं;7;एक}	विशेषणम्,5.2	विशेषणम्,5.2	N7		
8.1	.	8.1	.	-	-	-	-	FS		
