index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	श्लेष्म-		श्लेष्म-आशयानाम्	श्लेष्मन्	श्लेष्मन्	समासः,1.2	समासः,1.2	CP	श्लेष्म-	श्लेष्म-
1.2	आशयानाम्		-	आशय{पुं;6;बहु}/आशयाना{स्त्री;2;एक(आङ्_शी1;शानच्_लट्;कर्तरि;अदादिः)}/आशयाना{स्त्री;2;एक(आङ्_षिच्1;शानच्_लट्;कर्तरि;तुदादिः)}/आशय{नपुं;6;बहु}/आशया{स्त्री;6;बहु}	आशय{पुं;6;बहु}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,2.1	N6	आशयों_का	आशयों_का
2.1	शून्यत्वम्		शून्यत्वम्	शून्य{त्व;नपुं;1;एक}/शून्य{त्व;नपुं;2;एक}	शून्य{त्व;नपुं;1;एक}	समुच्चितः,4.2	सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,6.1#समुच्चितः,4.2	N1	शून्य	शून्य
3.1	हृद्-		हृद्-द्रवः	हृद्}/हृदय	हृद्	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	हृद्-	हृद्-
3.2	द्रवः		-	द्रव{पुं;1;एक}	द्रव{पुं;1;एक}	समुच्चितः,4.2	विधेय_विशेषणम्,2.1#सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,6.1#समुच्चितः,4.2	N1	द्रव	द्रव
4.1	श्लथ-		श्लथ-सन्धिता	श्लथ	श्लथ	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	श्लथ-	श्लथ-
4.2	सन्धिता		-	सन्धिता{स्त्री;1;एक}	सन्धिता{स्त्री;1;एक}	कर्ता,6.1	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,6.1#समुच्चितः,4.2#समुच्चितः,3.2	N1	सन्धिता	सन्धिता
5.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.2	सुप्_समुच्चय_द्योतकः,4.2#सम्बन्धः,4.2#समुच्चय_द्योतकः,4.2	NA	च2	च2
6.1	(भवति)		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,3.2	अभिहित_कर्ता,3.2	KP	होता_है	होता_है
7.1	(कफे)		(कफे)	कफ{पुं;7;एक}	कफ{पुं;7;एक}	भावलक्षणसप्तमी,6.1	भावलक्षणसप्तमी,6.1	N7		
