index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	(स्निग्धादयः)		(स्निग्धादयः)	स्निग्धादि{पु;1;बहु}	स्निग्धादि{पु;1;बहु}	कर्ता,4.1	कर्ता,4.1	N1		
2.1	उष्णेन		उष्णेन	उष्ण{पुं;3;एक}/उष्ण{नपुं;3;एक}	उष्ण{पुं;3;एक}	हेतुः,4.1	करणम्,10.1#करणम्,4.1#हेतुः,10.1#हेतुः,4.1	N3	गर्म_से	गर्म_से
3.1	कोपम्		कोपम्	कोप{पुं;2;एक}	कोप{पुं;2;एक}	कर्म,4.1	कर्म,10.1#कर्म,4.1	N2	क्रोध	क्रोध
4.1	(कुर्वते)		(कुर्वते)	कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}/कुर्वत्{पुं;4;एक(कृ3;शतृ_लट्;तनादिः)}/कुर्वत्{नपुं;4;एक(कृ3;शतृ_लट्;तनादिः)}	कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	करते_हैं	करते_हैं
5.1	तेन		तेनैव	तत्{पुं;3;एक}	तत्{पुं;3;एक}	हेतुः,11.1;नित्यसम्बन्धः,2.1	हेतुः,11.1;नित्यसम्बन्धः,2.1	N3		
6.1	एव			एव{अव्य}	एव{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA		
8.1	गुणाः		गुणाः	गुण{पुं;1;बहु}/गुणा{स्त्री;1;बहु}/गुणा{स्त्री;2;बहु}/गुण{पुं;8;बहु}	गुण{पुं;1;बहु}	विशेषणम्,9.2	विशेषणम्,9.2	N1	गुण	गुण
9.1	रूक्ष-		रूक्ष-	रूक्ष-	रूक्ष-	बहुव्रीहिः,9.2	बहुव्रीहिः,9.2	CP		
9.2	आदयः		आदयः	रूक्षादि{पु;1;बहु}	रूक्षादि{पु;1;बहु}	कर्ता,11.1	कर्ता,11.1	N1		
10.	शमम्		शमम्	शम{पुं;2;एक}/शम{नपुं;1;एक}/शम{नपुं;2;एक}	शम{पुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	शान्ति_को	शान्ति_को
11.1	(कुर्वते)		(कुर्वते)	कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}/कुर्वत्{पुं;4;एक(कृ3;शतृ_लट्;तनादिः)}/कुर्वत्{नपुं;4;एक(कृ3;शतृ_लट्;तनादिः)}	कृ3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;तनादिः}	अभिहित_कर्ता,9.2;सकर्मक	अभिहित_कर्ता,9.2;सकर्मक	KP	करते_हैं	करते_हैं
12.1	.		.	-	-	-	-	FS	-	-
										
