index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	मांस-		मांस-क्षीर-सिता-सर्पिः-मधुर-स्निग्ध-बस्तिभिः	मांस	मांस	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	मांस-	मांस-
1.2	क्षीर-		--	क्षीर	क्षीर	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	क्षीर-	क्षीर-
1.3	सिता-		--	सिता(षि2;क्त;क्र्यादिः)}/सिता(षो1{क्त;दिवादिः)	सिता(षि2;क्त;क्र्यादिः)	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP		
1.4	सर्पिः-		--	सर्पिस्	सर्पिस्	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	सर्पिः-	सर्पिः-
1.5	मधुर-		--	मधुर	मधुर	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	मधुर-	मधुर-
1.6	स्निग्ध-		--	स्निग्ध(ष्निह्1;क्त;दिवादिः)	स्निग्ध(ष्निह्1;क्त;दिवादिः)	कर्मधारयः,1.7	कर्मधारयः,1.7	CP		
1.7	बस्तिभिः		--	बस्ति{स्त्री;3;बहु}	बस्ति{स्त्री;3;बहु}	समुच्चितः,2.7	करणम्,3.1#सुप्_समुच्चितः,2.7	N3	बस्तियों_से	बस्तियों_से
2.1	स्वप्न-		स्वप्न-शय्या-सुख-अभ्यङ्ग-स्नान-निर्वृति-हर्षणैः	स्वप्न	स्वप्न	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP	स्वप्न-	स्वप्न-
2.2	शय्या-		--	शय्या	शय्या	सप्तमी-तत्पुरुषः,2.3	सप्तमी-तत्पुरुषः,2.3	CP	शय्या-	शय्या-
2.3	सुख-		--	सुख	सुख	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP	सुख-	सुख-
2.4	अभ्यङ्ग-		--	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	अभ्यङ्ग(अभि_वि_अन्ज्1;घञ्;रुधादिः)	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP		
2.5	स्नान-		--	स्नान	स्नान	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP	स्नान-	स्नान-
2.6	निर्वृति-		--	निर्वृति	निर्वृति	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP	निर्वृति-	निर्वृति-
2.7	हर्षणैः		--	हर्षण{पुं;3;बहु}/हर्षण{नपुं;3;बहु}	हर्षण{पुं;3;बहु}	करणम्,3.1	हेतुः,3.1#करणम्,3.1	N3	हर्षणों_से	हर्षणों_से
3.1	(बृंहयेत्)		(बृंहयेत्)	बृंह{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	बृंह{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	-	-	KP		
4.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.7	सुप्_समुच्चय_द्योतकः,2.7	NA		
5.1	.		.	-	-	-	-	FS	-	-
