index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स्नेहनम्	1.1	स्नेहनं	स्नेहन{नपुं;1;एक(ष्निह्1;ल्युट्;दिवादिः)}/स्नेहन{नपुं;2;एक(ष्निह्1;ल्युट्;दिवादिः)}/स्नेहन{नपुं;1;एक(ष्निह्2;ल्युट्;चुरादिः)}/स्नेहन{नपुं;2;एक(ष्निह्2;ल्युट्;चुरादिः)}	स्नेहन{नपुं;1;एक(ष्निह्1;ल्युट्;दिवादिः)}	समुच्चितः,5.1	सुप्_समुच्चितः,5.1#कर्म,5.1#कर्म,4.1#कर्ता_बे_वेर्ब्स्,8.1#समुच्चितः,5.1	N1	स्नेह	स्नेह
2.1	रूक्षणम्	2.1	रूक्षणं	रूक्षणं{नपुं;1;एक(रूक्ष10;ल्युट्;चुवादिः)}	रूक्षणं{नपुं;1;एक(रूक्ष10;ल्युट्;चुवादिः)}	समुच्चितः,5.1	विधेय_विशेषणम्,3.1#समुच्चितः,5.1	N1		
3.1	कर्म	7.1	कर्म	कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक}	कर्मन्{नपुं;1;एक}	विधेय_विशेषणम्,5.1	समुच्चितः,5.1#विधेय_विशेषणम्,5.1	N1	कर्म	कर्म
4.1	स्वेदनम्	3.1	स्वेदनं	स्वेदन{नपुं;1;एक(ष्विद्1;ल्युट्;भ्वादिः)}/स्वेदन{नपुं;2;एक(ष्विद्1;ल्युट्;भ्वादिः)}/स्वेदन{नपुं;1;एक(ष्विद्2;ल्युट्;दिवादिः)}/स्वेदन{नपुं;2;एक(ष्विद्2;ल्युट्;दिवादिः)}	स्वेदन{नपुं;1;एक(ष्विद्1;ल्युट्;भ्वादिः)}	समुच्चितः,5.1	सुप्_समुच्चितः,5.1#कर्म,5.1#कर्म,1.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1	N1	पसीना	पसीना
5.1	स्तम्भनम्	4.1	स्तम्भनं	स्तम्भन{नपुं;1;एक(सम्_ष्तभ्1;ल्युट्;भ्वादिः)}/स्तम्भन{नपुं;2;एक(सम्_ष्तभ्1;ल्युट्;भ्वादिः)}	स्तम्भन{नपुं;1;एक(सम्_ष्तभ्1;ल्युट्;भ्वादिः)}	कर्ता,8.1	कर्म,4.1#कर्म,1.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,8.1	N1	रोकना	रोकना
6.1	च	5.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1	NA	च2	च2
7.1	यत्	6.1	यत्	यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,3.1;नित्य_सम्बन्धः,10.1	सम्बन्धः,8.1#विशेषणम्,3.1	N1	कि	कि
8.1	(अस्ति)	8.1	अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,5.1	अभिहित_कर्ता,5.1	KP	है	है
9.1	भूतानाम्	11.1	भूतानां	भूत{नपुं;6;बहु}/भूत{पुं;6;बहु(भू1;क्त;भ्वादिः)}/भूत{नपुं;6;बहु(भू1;क्त;भ्वादिः)}	भूत{नपुं;6;बहु}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,12.1	N6	प्राणियों_के	प्राणियों_के
10.1	तत्	9.1	तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,15.1	कर्म,15.1#कर्ता,15.1	N1	वह	वह
11.1	अपि	10.1	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	भी	भी
12.1	द्वैध्यात्	12.1	द्वैध्यात्	द्वैध्य{नपुं;5;एक}	द्वैध्य{नपुं;5;एक}	हेतुः,15.1	हेतुः5,15.1#हेतुः5,9.1	N5	द्वैध्य_से	द्वैध्य_से
13.1	द्वितयम्	13.1	द्वितयम्	द्वितय{सर्वनाम;पुं;2;एक}	द्वितय{सर्वनाम;पुं;2;एक}	कर्म,15.1	कर्म,15.1	N2	द्वितय_को	द्वितय_को
14.1	न	14.1	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.1	प्रतिषेधः,15.1	NA	नहीं	नहीं
15.1	अतिवर्तते	15.1	अतिवर्तते	अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अति_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्ता,10.1;सकर्मक	-	KP	अति_वृत्1ता_है	अति_वृत्1ता_है
16.1	.	16.1	.	-	-	-	-	FS	-	-
