index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	युञ्ज्यात्		युञ्ज्यात्	युज्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;रुधादिः}	युज्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;रुधादिः}	-	-	KP		
2.1	अ-		अ-	अ-	अ-	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP		
2.2	अन्नम्		अनन्नम्	अनन्न{नपुं;2;एक}	अनन्न{नपुं;2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2		
3.1	अन्न-		अन्न-	अन्न-	अन्न-	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP		
3.2	आदौ		अन्नादौ	अन्नादौ{नपुं;7;एक}	अन्नादौ{नपुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7		
4.1	मध्ये		मध्ये	मध्य{पुं;7;एक}	मध्य{पुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7	मध्य_में	मध्य_में
5.1	अन्ते		अन्ते	अन्ति{स्त्री;8;एक}/अन्त{पुं;7;एक}/अन्त{नपुं;7;एक}	अन्ति{स्त्री;8;एक}	समुच्चितः,12.1	विशेषणम्,8.1#विशेषणम्,7.1#समुच्चितः,12.1	N8	अन्ति	अन्ति
6.1	कवल-		कवल-अन्तरे	कवल	कवल	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	कवल-	कवल-
6.2	अन्तरे		--	अन्तर{नपुं;7;एक}	अन्तर{नपुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7	अन्तरे	अन्तरे
7.1	ग्रासे		ग्रासे	ग्रास{पुं;7;एक}/ग्रास{नपुं;7;एक}	ग्रास{पुं;7;एक}	वीप्सा,8.1	वीप्सा,8.1#सुप्_समुच्चितः,12.1	N7	ग्रास_में	ग्रास_में
8.1	ग्रासे		ग्रासे	ग्रास{पुं;7;एक}/ग्रास{नपुं;7;एक}	ग्रास{पुं;7;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N7	ग्रास_में	ग्रास_में
9.1	मुहुः		मुहुः	मुहुः{अव्य}	मुहुः{अव्य}	क्रियाविशेषणम्,1.1	क्रियाविशेषणम्,1.1	NA	मुहुः	मुहुः
10.1	स-		स-	स-	स-	अव्ययीभावः,10.2	अव्ययीभावः,10.2	CP		
10.2	अन्नम्		सान्नम्	सान्न{नपुं;2;एक}	सान्न{नपुं;2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2		
11.1	सामुद्गम्		सामुद्गम्	सामुद्ग{नपुं;2;एक}	सामुद्ग{नपुं;2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2		
12.1	निशि		निशि	निश्{स्त्री;7;एक}/निशा{स्त्री;7;एक}	निश्{स्त्री;7;एक}	अधिकरणम्,1.1	अधिकरणम्,1.1	N7	निश्_में	निश्_में
13.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1#सम्बन्धः,12.1	NA	और	और
14.1	औषधम्		औषधम्	औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक}	औषध{पुं;2;एक}	कर्म,1.1	कर्म,1.1	N2	औषधि_को	औषधि_को
15.1	.		.	-	-	-	-	FS	-	-
										
