index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	वर्षा-	5.1	वर्षा-शीत-उचित-अङ्गानाम्	वर्षा	वर्षा	सप्तमी-तत्पुरुषः,1.2	सप्तमी-तत्पुरुषः,1.2	CP	वर्षा-	वर्षा-
1.2	शीत-	5.2	--	शीत	शीत	बहुव्रीहिः,1.4	बहुव्रीहिः,1.4	CP	शीत-	शीत-
1.3	उचित-	5.3	--	उचित-	उचित-	कर्मधारयः,1.4	कर्मधारयः,1.4	CP	-	-
1.4	अङ्गानाम्	5.4	--	अङ्ग{नपुं;6;बहु}	अङ्ग{नपुं;6;बहु}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1	N6		
2.1	सहसा	2.1	सहसा	सहसा{अव्य}	सहसा{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,7.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,5.1	NA	अचानक	अचानक
3.1	एव	3.1	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	ही	ही
4.1	अर्क-	1.1	अर्क-रश्मिभिः	अर्क	अर्क	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	अर्क-	अर्क-
4.2	रश्मिभिः	1.2	--	रश्मि{पुं;3;बहु}/रश्मि{नपुं;3;बहु}	रश्मि{पुं;3;बहु}	हेतुः,5.1	कर्ता,7.1#कर्ता,6.1#कर्ता,5.1#करणम्,5.1#हेतुः,10.1#हेतुः,7.1#हेतुः,6.1#हेतुः,5.1	N3	रश्मियों_से	रश्मियों_से
5.1	तप्तानाम्	4.1	तप्तानाम्	तप्त{पुं;6;बहु(तप्1;क्त;भ्वादिः)}/तप्त{नपुं;6;बहु(तप्1;क्त;भ्वादिः)}/तप्ता{स्त्री;6;बहु(तप्1;क्त;भ्वादिः)}/तप्त{पुं;6;बहु(तप्2;क्त;दिवादिः)}/तप्त{नपुं;6;बहु(तप्2;क्त;दिवादिः)}/तप्ता{स्त्री;6;बहु(तप्2;क्त;दिवादिः)}	तप्त{पुं;6;बहु(तप्1;क्त;भ्वादिः)}	विशेषणम्,1.4	विशेषणम्,1.4#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.2	N6	संतप्त_हुआ_हुआ	संतप्त_हुआ_हुआ
6.1	सञ्चितम्	7.1	सञ्चितम्	सञ्चित{पुं;2;एक(सम्_चि1;क्त;स्वादिः)}/सञ्चित{नपुं;1;एक(सम्_चि1;क्त;स्वादिः)}/सञ्चित{नपुं;2;एक(सम्_चि1;क्त;स्वादिः)}	सञ्चित{नपुं;1;एक(सम्_चि1;क्त;स्वादिः)}	विशेषणम्,8.1	विशेषणम्,8.1#कर्म,7.1	N1	एकत्रित	एकत्रित
7.1	वृष्टौ	6.1	वृष्टौ	वृष्टि{स्त्री;7;एक}/वृष्ट{पुं;1;द्वि(वृष्1;क्त;भ्वादिः)}/वृष्ट{पुं;2;द्वि(वृष्1;क्त;भ्वादिः)}/वृष्ट{पुं;1;द्वि(व्रस्च्1;क्त;तुदादिः)}/वृष्ट{पुं;2;द्वि(व्रस्च्1;क्त;तुदादिः)}	वृष्टि{स्त्री;7;एक}	अधिकरणम्,6.1	अधिकरणम्,10.1#अधिकरणम्,6.1	N7	बरसा_हुए	बरसा_हुए
8.1	पित्तम्	8.1	पित्तम्	पित्त{नपुं;1;एक}/पित्त{नपुं;2;एक}	पित्त{नपुं;1;एक}	कर्ता,10.1	कर्म,10.1#कर्ता,10.1	N1	पित्	पित्
9.1	शरदि	9.1	शरदि	शरद्{स्त्री;7;एक}	शरद्{स्त्री;7;एक}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	N7	पतझड़_में	पतझड़_में
10.1	कुप्यति	10.1	कुप्यति	कुप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः}/कुप्यत्{पुं;7;एक(कुप्1;शतृ_लट्;दिवादिः)}/कुप्यत्{नपुं;7;एक(कुप्1;शतृ_लट्;दिवादिः)}	कुप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दिवादिः}	-	-	KP	क्रोध_करता_है	क्रोध_करता_है
11.1	.	11.1	.	-	-	-	-	FS		
