index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	व्यायाम-		व्यायाम-अभ्यञ्जन-स्वेद-मद्यैः	व्यायाम	व्यायाम	इतरेतर-द्वन्द्वः,1.4	इतरेतर-द्वन्द्वः,1.4	CP	व्यायाम-	व्यायाम-
1.2	अभ्यञ्जन-		--	अभ्यञ्जन(अभि_अन्ज्1;ल्युट्;रुधादिः)	अभ्यञ्जन(अभि_अन्ज्1;ल्युट्;रुधादिः)	इतरेतर-द्वन्द्वः,1.4	इतरेतर-द्वन्द्वः,1.4	CP		
1.3	स्वेद-		--	स्वेद	स्वेद	इतरेतर-द्वन्द्वः,1.4	इतरेतर-द्वन्द्वः,1.4	CP	स्वेद-	स्वेद-
1.4	मद्यैः		--	मद्य{पुं;3;बहु}/मद्य{नपुं;3;बहु}	मद्य{पुं;3;बहु}	करणम्,3.1	हेतुः,3.1#हेतुः,2.3#करणम्,3.1	N3	मादकों_से	मादकों_से
2.1	स्वेद-		स्वेद-क्षय-उद्भवान्	स्वेद	स्वेद	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	स्वेद-	स्वेद-
2.2	क्षय-		--	क्षय	क्षय	पञ्चमी-तत्पुरुषः,2.3	पञ्चमी-तत्पुरुषः,2.3	CP	क्षय-	क्षय-
2.3	उद्भवान्		--	उद्भव{पुं;2;बहु}/उद्भव{पुं;2;बहु(उत्_भू1;घञ्;भ्वादिः)}	उद्भव{पुं;2;बहु}	कर्म,3.1	कर्म,3.1	N2	उत्पन्न_को	उत्पन्न_को
3.1	(उपक्रमेत)		(उपक्रमेत)	उप_क्रम्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	उप_क्रम्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	-	-	KP	उप_क्रम1यें	उप_क्रम1यें
4.1	.		.	-	-	-	-	FS	-	-
