index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तत्-	1.1	तत्-जयाय	तत्	तत्	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	तत्-	तत्-
1.2	जयाय	1.2	--	जय{पुं;4;एक}/जय{नपुं;4;एक}	जय{पुं;4;एक}	प्रयोजनम्,6.1	प्रयोजनम्,6.1#प्रयोजनम्1,4.1	N4	जय_को	जय_को
2.1	घृतम्	3.1	घृतम्	घृत{नपुं;1;एक}/घृत{नपुं;2;एक}/घृत{पुं;2;एक}	घृत{नपुं;1;एक}	समुच्चितः,5.2	कर्म,6.1#सुप्_समुच्चितः,5.2	N1	घी	घी
3.1	तिक्तम्	2.1	तिक्तम्	तिक्त{पुं;2;एक}/तिक्त{नपुं;1;एक}/तिक्त{नपुं;2;एक}	तिक्त{पुं;1;एक}	विशेषणम्,2.1	समुच्चितः,2.1#विशेषणम्,2.1#विशेषणम्,6.1#विशेषणम्,5.2#कर्म,6.1#सुप्_समुच्चितः,5.2	N1	तिक्त_को	तिक्त_को
4.1	विरेकः	4.1	विरेकः	विरेक{पुं;1;एक(वि_रिच्1;घञ्;रुधादिः)}	विरेक{पुं;1;एक(वि_रिच्1;घञ्;रुधादिः)}	समुच्चितः,5.2	कर्म,6.1#समुच्चितः,2.1#सुप्_समुच्चितः,5.2	N1	साफ_करना	साफ_करना
5.1	रक्त-	5.1	रक्त-मोक्षणम्	रक्त	रक्त	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP		
5.2	मोक्षणम्	5.2	--	मोक्षण{नपुं;1;एक}/मोक्षण{नपुं;2;एक}	मोक्षण{नपुं;1;एक}	कर्म,6.1	कर्म,6.1	N1	रक्तमोक्षण	रक्तमोक्षण
6.1	(योज्यम्)	7.1	(योज्यम्)	योज्य{पुं;1;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{नपुं;1;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{नपुं;2;एक(युज्1;ण्यत्;दिवादिः)}/योज्य{पुं;2;एक(युज्2;ण्यत्;रुधादिः)}/योज्य{नपुं;1;एक(युज्2;ण्यत्;रुधादिः)}/योज्य{नपुं;2;एक(युज्2;ण्यत्;रुधादिः)}	योज्य{पुं;1;एक(युज्1;ण्यत्;दिवादिः)}	-	-	N1		
7.1	(च)	6.1	(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.2	सुप्_समुच्चय_द्योतकः,5.2	NA		
8.1	.	8.1	.	-	-	-	-	FS		
