index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	रक्ते		रक्ते	रक्ता{स्त्री;8;एक}/रक्ति{स्त्री;8;एक}/रक्त{पुं;7;एक}/रक्त{नपुं;7;एक}	रक्त{पुं;7;एक}	भावलक्षणसप्तमी,3.1	भावलक्षणसप्तमी,3.1	N7	लाल_में	लाल_में
2.1	अम्ल-		अम्ल-शिशिर-प्रीति-शिरा-शैथिल्य-रूक्षताः	अम्ल	अम्ल	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	अम्ल-	अम्ल-
2.2	शिशिर-		--	शिशिर	शिशिर	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	शिशिर-	शिशिर-
2.3	प्रीति-		--	प्रीति	प्रीति	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	प्रीति-	प्रीति-
2.4	शिरा-		--	-शिरा	-शिरा	षष्ठी-तत्पुरुषः,2.6	षष्ठी-तत्पुरुषः,2.6	CP	शिरा-	शिरा-
2.5	शैथिल्य-		--	शैथिल्य	शैथिल्य	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	शैथिल्य-	शैथिल्य-
2.6	रूक्षताः		--	रूक्ष{तल्;स्त्री;1;बहु}/रूक्ष{तल्;स्त्री;2;बहु}	रूक्ष{तल्;स्त्री;1;बहु}	कर्ता,3.1	कर्ता_बे_वेर्ब्स्,3.1	N1	रूक्षें	रूक्षें
3.1	सन्ति		सन्ति	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;अदादिः)}	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}	अभिहित_कर्ता,2.6	अभिहित_कर्ता,2.6	KP	हैं	हैं
4.1										
