index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विमुखान्		विमुखान्	विमुख{पुं;2;बहु}	विमुख{पुं;2;बहु}	विधेय_विशेषणम्,3.1	कर्म,4.1#विधेय_विशेषणम्,3.1	N2	मुंह_मोड्Zए_हुएओं_को	मुंह_मोड्Zए_हुएओं_को
2.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,4.1	प्रतिषेधः,6.1#प्रतिषेधः,4.1	NA	नहीं	नहीं
3.1	अर्थिनः		अर्थिनः	अर्थिन्{पुं;1;बहु}/अर्थिन्{पुं;2;बहु}/अर्थिन्{पुं;5;एक}/अर्थिन्{पुं;6;एक}/अर्थिन्{नपुं;5;एक}/अर्थिन्{नपुं;6;एक}/अर्थिन्{पुं;8;बहु}	अर्थिन्{पुं;2;बहु}	कर्म,4.1	षष्ठीसम्बन्धः,1.1#हेतुः5,6.1#हेतुः5,4.1#कर्म,4.1	N2	याचक	याचक
4.1	कुर्यात्		कुर्यात्	कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः}	-	-	KP	करे	करे
5.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA		
6.1	अवमन्येत		अवमन्येत	अव_मन्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;दिवादिः}/अव_मन्2{कर्मणि{विधिलिङ्;प्र;एक;आत्मनेपदी;तनादिः}	अव_मन्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;दिवादिः}	-	-	KP	अपमान_नहीं_करे	अपमान_नहीं_करे
7.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	नहीं
8.1	आक्षिपेत्		आक्षिपेत्	आङ्_क्षिप्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तुदादिः}	-	-	-	KP		
9.1	.		.	-	-	-	-	FS	-	-
