index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	आस्थापनम्		आस्थापनं	आस्थान{नपुं;2;एक}	आस्थान{नपुं;2;एक}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2		
2.1	शुद्ध-		शुद्ध-तनुर्जीर्णं	शुद्ध-	शुद्ध-	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP		
2.2	तनुः			तनु{पुं;1;एक}/तनु{स्त्री;1;एक}/तनुस्{नपुं;1;एक}/तनुस्{नपुं;2;एक}/तनुस्{नपुं;8;एक}	तनु{पुं;1;एक}	कर्ता,22.1	कर्ता,22.1	N1		
3.1	जीर्णम्			जाीर्ण{नपुं;2;एक}	जाीर्ण{नपुं;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2		
4.1	धान्यम्		धान्यं	धान्य{नपुं;2;एक}	धान्य{नपुं;2;एक}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2		
5.1	रसान्		रसान्	रस{पुं;2;बहु}	रस{पुं;2;बहु}	समुच्चितः,21.1	कर्म,8.1#कर्म,6.1#सुप्_समुच्चितः,21.1	N2	रस_को	रस_को
6.1	कृतान्		कृतान्	कृत{पुं;2;बहु(कृ2;क्त;स्वादिः)}/कृत{पुं;2;बहु(कृ3;क्त;तनादिः)}	कृत{पुं;2;बहु(कृ2;क्त;स्वादिः)}	विशेषणम्,5.1	विशेषणम्,9.1#कर्म,8.1#विशेषणम्,5.1	N2	निर्मितों_को	निर्मितों_को
7.1	जाङ्गलम्		जाङ्गलं	जाङ्गल{पुं;2;एक}/जाङ्गल{नपुं;1;एक}/जाङ्गल{नपुं;2;एक}	जाङ्गल{पुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N2	जाङ्गल_को	जाङ्गल_को
8.1	पिशितम्		पिशितं	पिशित{पुं;2;एक(पिश्1;क्त;तुदादिः)}/पिशित{नपुं;1;एक(पिश्1;क्त;तुदादिः)}/पिशित{नपुं;2;एक(पिश्1;क्त;तुदादिः)}	पिशित{पुं;2;एक(पिश्1;क्त;तुदादिः)}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2	टुकडे-टुकडे_किया_हुआ	टुकडे-टुकडे_किया_हुआ
9.1	यूषान्		यूषान्	यूष{पुं;2;बहु}	यूष{पुं;2;बहु}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2	रसों_को	रसों_को
10.1	मधु		मध्वरिष्टं	मधु{नपुं;2;एक}	मधु{नपुं;2;एक}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2		
11.1	अरिष्टम्			अरिष्टम्{नपुं;2;एक}	अरिष्टम्{नपुं;2;एक}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2		
12.1	चिरन्तनम्		चिरन्तनम्	चिरन्तन{पुं;2;एक}/चिरन्तन{नपुं;1;एक}/चिरन्तन{नपुं;2;एक}	चिरन्तन{पुं;2;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N2	चिरन्तन_को	चिरन्तन_को
13.1	मस्तु		मस्तु	मस्तु{नपुं;1;एक}/मस्तु{नपुं;2;एक}/मस्तु{नपुं;8;एक}	मस्तु{नपुं;2;एक}	समुच्चितः,21.1	सुप्_समुच्चितः,21.1	N2	छाछ	छाछ
14.1	सौवर्चलाढ्यम्		सौवर्चलाढ्यम्	सौवर्चलाढ्य{नपुं;2;एक]	सौवर्चलाढ्य{नपुं;2;एक]	अन्यतरः,16.3	अन्यतरः,16.3	N2		
15.1	वा		वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,16.3	अन्यतर_द्योतकः,16.3	NA	वा	वा
16.1	पञ्च-		पञ्च-कोल-अवचूर्णितम्	पञ्च-	पञ्च-	समाहार_द्विगुः,16.2	समाहार_द्विगुः,16.2	CP		
16.2	कोल-		--	कोल-	कोल-	तृतीया-तत्पुरुषः,16.3	तृतीया-तत्पुरुषः,16.3	CP		
