index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	व्योष-	1.1	व्योष-	व्योष-	व्योष-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	व्योष-	व्योष-
1.2	कट्वी-	1.2	कट्वी-	कट्वी-	कट्वी-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	कट्वी-	कट्वी-
1.3	वरा-	1.3	वरा-	वरा-	वरा-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	वरा-	वरा-
1.4	शिग्रु-	1.4	शिग्रु-	शिग्रु-	शिग्रु-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	शिग्रु-	शिग्रु-
1.5	विडङ्ग-	1.5	विडङ्ग-	विडङ्ग-	विडङ्ग-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	विडङ्ग-	विडङ्ग-
1.6	अतिविषा-	1.6	अतिविषा-	अतिविषा-	अतिविषा-	इतरेतरद्वन्द्वः,1.7	इतरेतरद्वन्द्वः,1.7	CP	अतिविषा-	अतिविषा-
1.7	स्थिराः	1.7	स्थिराः	स्थिरा{स्त्री;1;बहु}/स्थिरा{स्त्री;2;बहु}/स्थिर{पुं;8;बहु}/स्थिर{पुं;1;बहु}/स्थिरा{स्त्री;8;बहु}	स्थिरा{स्त्री;1;बहु}	घटकः,10.1	घटकः,10.1	N1		
2.1	हिङ्गु-	2.1	हिङ्गु-	हिङ्गु-	हिङ्गु-	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	हिङ्गु-	हिङ्गु-
2.2	सौवर्च-	2.2	सौवर्च-	सौवर्च-	सौवर्च-	इतरेतर-द्वन्द्वः,2.7	इतरेतर-द्वन्द्वः,2.7	CP	सौवर्च-	सौवर्च-
2.3	लाजा-	2.3	लाजा-	लाजा-	लाजा-	इतरेतर-द्वन्द्वः,2.8	इतरेतर-द्वन्द्वः,2.8	CP	लाजा-	लाजा-
2.4	आजीयवानी-	2.4	आजीयवानी-	आजीयवानी-	आजीयवानी-	इतरेतर-द्वन्द्वः,2.9	इतरेतर-द्वन्द्वः,2.9	CP	आजीयवानी-	आजीयवानी-
2.5	धान्य-	2.5	धान्य-	धान्य-	धान्य-	इतरेतर-द्वन्द्वः,2.10	इतरेतर-द्वन्द्वः,2.10	CP	धान्य-	धान्य-
2.6	चित्रकाः	2.6	चित्रकाः	चित्रक{पुं;8;बहु}/चित्रक{पुं;1;बहु}/चित्रका{स्त्री;8;बहु}/चित्रका{स्त्री;1;बहु}/चित्रका{स्त्री;2;बहु}	चित्रका{स्त्री;1;बहु}	घटकः,10.1	घटकः,10.1	N1		
3.1	निशे	3.1	निशे	निश्{स्त्री;4;एक}/निशा{स्त्री;2;एक}/निशा{स्त्री;8;एक}	निशा{स्त्री;1;द्वि}	घटकः,10.1	घटकः,10.1	N1		
4.1	बृहत्यौ	4.1	बृहत्यौ	बृहती{स्त्री;1;द्वि}/बृहती{स्त्री;2;द्वि}	बृहती{स्त्री;1;द्वि}	घटकः,10.1	सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,7.1#घटकः,10.1	N1	वैदिक_छन्दें	वैदिक_छन्दें
5.1	बहुषा	5.1	बहुषा	बहुषा{स्त्री;1;एक}	बहुषा{स्त्री;1;एक}	घटकः,10.1	घटकः,10.1	N1		
6.1	पाठा	6.1	पाठा	पाठा{स्त्री;1;एक}	पाठा{स्त्री;1;एक}	घटकः,10.1	सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,7.1#घटकः,10.1	N1	पाठ	पाठ
7.1	मूलम्	8.1	मूलम्	मूल{पुं;2;एक}/मूल{नपुं;1;एक}/मूल{नपुं;2;एक}	मूल{नपुं;1;एक}	घटकः,10.1	घटकः,10.1	N1	मूल_को	मूल_को
8.1	च	9.1	च	च{अव्य}	च{अव्य}	घटक_द्योतकः,10.1	सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1#घटक_द्योतकः,10.1	NA	और	और
9.1	केम्बुकात्	7.1	केम्बुकात्	केम्बुक{नपुं;5;एक}	केम्बुक{नपुं;5;एक}	?,7.1		N5		
10.1	एषाम्	10.1	एषाम्	इदम्{सर्वनाम;पुं;6;बहु}/इदम्{सर्वनाम;नपुं;6;बहु}	इदम्{सर्वनाम;पुं;6;बहु}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	इनका	इनका
11.1	चूर्णम्	11.1	चूर्णम्	-	-	समुच्चितः,14.1	सुप्_समुच्चितः,14.1	N1		
12.1	मधु	13.1	मधु	मधु{नपुं;1;एक}/मधु{नपुं;2;एक}/मधु{नपुं;8;एक}	मधु{नपुं;1;एक}	समुच्चितः,14.1	सुप्_समुच्चितः,14.1	N1	मधु	मधु
13.1	घृतम्	14.1	घृतम्	घृत{नपुं;1;एक}/घृत{नपुं;2;एक}/घृत{पुं;2;एक}	घृत{नपुं;1;एक}	समुच्चितः,14.1	सुप्_समुच्चितः,14.1	N1	घी	घी
14.1	तैलम्	15.1	तैलम्	तैल{नपुं;1;एक}/तैल{नपुं;2;एक}	तैल{नपुं;1;एक}	कर्म,20.1	कर्म,20.1	N1	तेल	तेल
15.1	च	16.1	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,14.1	सुप्_समुच्चय_द्योतकः,14.1#सम्बन्धः,14.1	NA	और	और
16.1	सदृश-	12.1	सदृश-अंशकम्	सदृश	सदृश	बहुव्रीहिः,16.2	बहुव्रीहिः,16.2	CP		
16.2	अंशकम्	12.2	--	अंशक{नपुं;1;एक}	अंशक{नपुं;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1		
17.1	सक्तुभिः	18.1	सक्तुभिः	सक्तु{पुं;3;बहु}	सक्तु{पुं;3;बहु}	सहार्थः,19.1	सहार्थः,21.1#सहार्थः,19.1	N3	सत्तुओं_से	सत्तुओं_से
18.1	षोडश-	17.1	षोडश-	षोडश-	षोडश-	समाहार-द्विगुः,18.2	समाहार-द्विगुः,18.2	CP		
18.2	गुणैः	17.2	षोडशगुणैः	षोडशगुण{पुं;3;बहु}	षोडशगुण{पुं;3;बहु}	विशेषणम्,17.1	विशेषणम्,17.1	N3		
